# currency: EUR
Name,Set,Finish,Code,NM,NM Source,SP/LP,SP/LP Source,MP,MP Source,HP,HP Source,Trend,Trend Source
Scour the Battlescape (Red),cm-expansion-4479,normal,,0.02,low,,,,,,,0.07,trend
Scour the Battlescape (Yellow),cm-expansion-4479,normal,,0.02,low,,,,,,,0.06,trend
Seismic Surge // Harmonized Kodachi,cm-expansion-4479,normal,,0.02,low,,,,,,,0.17,trend
Seismic Surge // Quicken,cm-expansion-4479,normal,,0.02,low,,,,,,,0.12,trend
Sharpen Steel (Blue),cm-expansion-4479,normal,,0.02,low,,,,,,,0.11,trend
Sharpen Steel (Red),cm-expansion-4479,normal,,0.02,low,,,,,,,0.31,trend
Sharpen Steel (Yellow),cm-expansion-4479,normal,,0.02,low,,,,,,,0.11,trend
Show Time!,cm-expansion-4479,normal,,0.03,low,,,,,,,0.33,trend
Sigil of Solace (Blue),cm-expansion-4479,normal,,0.02,low,,,,,,,0.12,trend
Sigil of Solace (Red),cm-expansion-4479,normal,,0.2,low,,,,,,,0.83,trend
Sigil of Solace (Yellow),cm-expansion-4479,normal,,0.02,low,,,,,,,0.1,trend
Singing Steelblade,cm-expansion-4479,normal,,0.2,low,,,,,,,0.76,trend
Sink Below (Blue),cm-expansion-4479,normal,,0.02,low,,,,,,,0.09,trend
Sink Below (Red),cm-expansion-4479,normal,,0.48,low,,,,,,,1.72,trend
Sink Below (Yellow),cm-expansion-4479,normal,,0.02,low,,,,,,,0.15,trend
Sloggism (Blue),cm-expansion-4479,normal,,0.02,low,,,,,,,0.06,trend
Sloggism (Red),cm-expansion-4479,normal,,0.02,low,,,,,,,0.08,trend
Sloggism (Yellow),cm-expansion-4479,normal,,0.02,low,,,,,,,0.03,trend
Smash Instinct (Blue),cm-expansion-4479,normal,,0.02,low,,,,,,,0.09,trend
Smash Instinct (Red),cm-expansion-4479,normal,,0.02,low,,,,,,,0.11,trend
Smash Instinct (Yellow),cm-expansion-4479,normal,,0.02,low,,,,,,,0.13,trend
Snapdragon Scalers,cm-expansion-4479,normal,,0.02,low,,,,,,,0.43,trend
Snatch (Blue),cm-expansion-4479,normal,,0.02,low,,,,,,,0.12,trend
Snatch (Red),cm-expansion-4479,normal,,0.4,low,,,,,,,0.74,trend
Snatch (Yellow),cm-expansion-4479,normal,,0.02,low,,,,,,,0.24,trend
Spinal Crush,cm-expansion-4479,normal,,1.19,low,,,,,,,1.76,trend
Staunch Response (Blue),cm-expansion-4479,normal,,0.02,low,,,,,,,0.23,trend
Staunch Response (Red),cm-expansion-4479,normal,,0.02,low,,,,,,,0.43,trend
Staunch Response (Yellow),cm-expansion-4479,normal,,0.02,low,,,,,,,0.16,trend
Steelblade Shunt (Blue),cm-expansion-4479,normal,,0.02,low,,,,,,,0.26,trend
Steelblade Shunt (Red),cm-expansion-4479,normal,,0.03,low,,,,,,,0.39,trend
Steelblade Shunt (Yellow),cm-expansion-4479,normal,,0.02,low,,,,,,,0.27,trend
Steelblade Supremacy,cm-expansion-4479,normal,,0.3,low,,,,,,,1.04,trend
Stonewall Confidence (Blue),cm-expansion-4479,normal,,0.02,low,,,,,,,0.04,trend
Stonewall Confidence (Red),cm-expansion-4479,normal,,0.02,low,,,,,,,0.03,trend
Stonewall Confidence (Yellow),cm-expansion-4479,normal,,0.02,low,,,,,,,0.04,trend
Stroke of Foresight (Blue),cm-expansion-4479,normal,,0.02,low,,,,,,,0.14,trend
Stroke of Foresight (Red),cm-expansion-4479,normal,,0.02,low,,,,,,,0.14,trend
Stroke of Foresight (Yellow),cm-expansion-4479,normal,,0.02,low,,,,,,,0.12,trend
Surging Strike (Blue),cm-expansion-4479,normal,,0.02,low,,,,,,,0.07,trend
Surging Strike (Red),cm-expansion-4479,normal,,0.02,low,,,,,,,0.16,trend
Surging Strike (Yellow),cm-expansion-4479,normal,,0.02,low,,,,,,,0.09,trend
Tectonic Plating,cm-expansion-4479,normal,,19.99,low,,,,,,,23.41,trend
Timesnap Potion,cm-expansion-4479,normal,,0.02,low,,,,,,,0.36,trend
Tome of Fyendal,cm-expansion-4479,normal,,0.4,low,,,,,,,0.49,trend
Unmovable (Blue),cm-expansion-4479,normal,,0.02,low,,,,,,,0.26,trend
Unmovable (Red),cm-expansion-4479,normal,,0.02,low,,,,,,,0.6,trend
Unmovable (Yellow),cm-expansion-4479,normal,,0.02,low,,,,,,,0.14,trend
Warrior's Valor (Blue),cm-expansion-4479,normal,,0.02,low,,,,,,,0.31,trend
Warrior's Valor (Red),cm-expansion-4479,normal,,0.02,low,,,,,,,0.34,trend
Warrior's Valor (Yellow),cm-expansion-4479,normal,,0.02,low,,,,,,,0.22,trend
Whelming Gustwave (Blue),cm-expansion-4479,normal,,0.02,low,,,,,,,0.13,trend
Whelming Gustwave (Red),cm-expansion-4479,normal,,0.02,low,,,,,,,0.17,trend
Whelming Gustwave (Yellow),cm-expansion-4479,normal,,0.02,low,,,,,,,0.12,trend
Wounded Bull (Blue),cm-expansion-4479,normal,,0.02,low,,,,,,,0.06,trend
Wounded Bull (Red),cm-expansion-4479,normal,,0.02,low,,,,,,,0.29,trend
Wounded Bull (Yellow),cm-expansion-4479,normal,,0.02,low,,,,,,,0.05,trend
Wounding Blow (Blue),cm-expansion-4479,normal,,0.02,low,,,,,,,0.08,trend
Wounding Blow (Red),cm-expansion-4479,normal,,0.02,low,,,,,,,0.06,trend
Wounding Blow (Yellow),cm-expansion-4479,normal,,0.02,low,,,,,,,0.03,trend
Wrecker Romp (Blue),cm-expansion-4479,normal,,0.02,low,,,,,,,0.18,trend
Wrecker Romp (Red),cm-expansion-4479,normal,,0.02,low,,,,,,,0.07,trend
Wrecker Romp (Yellow),cm-expansion-4479,normal,,0.02,low,,,,,,,0.06,trend
Absorb in Aether (Blue),cm-expansion-4480,normal,,0.34,low,,,,,,,0.54,trend
Absorb in Aether (Red),cm-expansion-4480,normal,,1.97,low,,,,,,,2.17,trend
Absorb in Aether (Yellow),cm-expansion-4480,normal,,0.99,low,,,,,,,1.95,trend
Achilles Accelerator,cm-expansion-4480,normal,,0.67,low,,,,,,,0.74,trend
Aether Flare (Blue),cm-expansion-4480,normal,,0.55,low,,,,,,,0.59,trend
Aether Flare (Red),cm-expansion-4480,normal,,1.06,low,,,,,,,1.29,trend
Aether Flare (Yellow),cm-expansion-4480,normal,,0.18,low,,,,,,,0.57,trend
Aether Sink,cm-expansion-4480,normal,,0.85,low,,,,,,,0.39,trend
Aether Spindle (Blue),cm-expansion-4480,normal,,0.99,low,,,,,,,1.86,trend
Aether Spindle (Red),cm-expansion-4480,normal,,1.49,low,,,,,,,0.53,trend
Aether Spindle (Yellow),cm-expansion-4480,normal,,1.03,low,,,,,,,1.17,trend
Amplify the Arknight (Blue),cm-expansion-4480,normal,,0.5,low,,,,,,,1.95,trend
Amplify the Arknight (Red),cm-expansion-4480,normal,,0.44,low,,,,,,,0.27,trend
Amplify the Arknight (Yellow),cm-expansion-4480,normal,,0.38,low,,,,,,,2.5,trend
Arcanite Skullcap,cm-expansion-4480,normal,,895.95,low,,,,,,,775.38,trend
Arknight Ascendancy,cm-expansion-4480,normal,,2.96,low,,,,,,,0.02,trend
Art of War,cm-expansion-4480,normal,,25,low,,,,,,,61.52,trend
Azalea // Nebula Blade,cm-expansion-4480,normal,,0.49,low,,,,,,,1.16,trend
"Azalea, Ace in the Hole // Azalea",cm-expansion-4480,normal,,4.97,low,,,,,,,7.6,trend
Back Alley Breakline (Blue),cm-expansion-4480,normal,,0.85,low,,,,,,,1.2,trend
Back Alley Breakline (Red),cm-expansion-4480,normal,,0.23,low,,,,,,,0.29,trend
Back Alley Breakline (Yellow),cm-expansion-4480,normal,,0.44,low,,,,,,,0.49,trend
Become the Arknight,cm-expansion-4480,normal,,3,low,,,,,,,7.99,trend
Blazing Aether,cm-expansion-4480,normal,,7.63,low,,,,,,,8.51,trend
Bloodspill Invocation (Blue),cm-expansion-4480,normal,,0.47,low,,,,,,,,
Bloodspill Invocation (Red),cm-expansion-4480,normal,,0.17,low,,,,,,,,
Bloodspill Invocation (Yellow),cm-expansion-4480,normal,,0.18,low,,,,,,,0.8,trend
Bracers of Belief,cm-expansion-4480,normal,,0.4,low,,,,,,,0.67,trend
Bull's Eye Bracers,cm-expansion-4480,normal,,0.4,low,,,,,,,0.02,trend
Cadaverous Contraband (Blue),cm-expansion-4480,normal,,0.44,low,,,,,,,5,trend
Cadaverous Contraband (Red),cm-expansion-4480,normal,,0.33,low,,,,,,,0.02,trend
Cadaverous Contraband (Yellow),cm-expansion-4480,normal,,0.18,low,,,,,,,,
Chains of Eminence,cm-expansion-4480,normal,,3.61,low,,,,,,,7.96,trend
Cognition Nodes,cm-expansion-4480,normal,,0.97,low,,,,,,,1.4,trend
Come to Fight (Blue),cm-expansion-4480,normal,,0.15,low,,,,,,,,
Come to Fight (Red),cm-expansion-4480,normal,,0.66,low,,,,,,,0.79,trend
Come to Fight (Yellow),cm-expansion-4480,normal,,0.09,low,,,,,,,0.86,trend
Command and Conquer,cm-expansion-4480,normal,,79,low,,,,,,,76.4,trend
Convection Amplifier,cm-expansion-4480,normal,,2.59,low,,,,,,,2.89,trend
Cracked Bauble,cm-expansion-4480,normal,,7.98,low,,,,,,,8.51,trend
Crown of Dichotomy,cm-expansion-4480,normal,,0.42,low,,,,,,,0.1,trend
Dash // Azalea,cm-expansion-4480,normal,,3.8,low,,,,,,,0.5,trend
Dash // Crucible of Aetherweave,cm-expansion-4480,normal,,4.5,low,,,,,,,4.99,trend
Dash // Death Dealer,cm-expansion-4480,normal,,2.49,low,,,,,,,2.95,trend
"Dash, Inventor Extraordinaire // Dash",cm-expansion-4480,normal,,6.3,low,,,,,,,8,trend
Death Dealer // Runechant,cm-expansion-4480,normal,,0.47,low,,,,,,,,
Death Dealer // Viserai,cm-expansion-4480,normal,,4.98,low,,,,,,,5.9,trend
Dissipation Shield,cm-expansion-4480,normal,,0.45,low,,,,,,,1.94,trend
Drawn to the Dark Dimension (Blue),cm-expansion-4480,normal,,0.84,low,,,,,,,1.99,trend
Drawn to the Dark Dimension (Red),cm-expansion-4480,normal,,0.19,low,,,,,,,0.5,trend
Drawn to the Dark Dimension (Yellow),cm-expansion-4480,normal,,0.17,low,,,,,,,0.9,trend
Eirina's Prayer (Blue),cm-expansion-4480,normal,,0.49,low,,,,,,,1.96,trend
Eirina's Prayer (Red),cm-expansion-4480,normal,,0.6,low,,,,,,,1.12,trend
Eirina's Prayer (Yellow),cm-expansion-4480,normal,,0.6,low,,,,,,,0.91,trend
Enchanting Melody (Blue),cm-expansion-4480,normal,,0.57,low,,,,,,,0.75,trend
Enchanting Melody (Red),cm-expansion-4480,normal,,0.76,low,,,,,,,0.87,trend
Enchanting Melody (Yellow),cm-expansion-4480,normal,,0.53,low,,,,,,,0.79,trend
Endless Arrow,cm-expansion-4480,normal,,8.99,low,,,,,,,12.07,trend
Eye of Ophidia,cm-expansion-4480,normal,,3499,low,,,,,,,,
Fate Foreseen (Blue),cm-expansion-4480,normal,,0.38,low,,,,,,,,
Fate Foreseen (Red),cm-expansion-4480,normal,,4,low,,,,,,,2.99,trend
Fate Foreseen (Yellow),cm-expansion-4480,normal,,0.17,low,,,,,,,,
Fervent Forerunner (Blue),cm-expansion-4480,normal,,0.38,low,,,,,,,,
Fervent Forerunner (Red),cm-expansion-4480,normal,,0.53,low,,,,,,,0.59,trend
Fervent Forerunner (Yellow),cm-expansion-4480,normal,,0.39,low,,,,,,,5,trend
Force Sight (Blue),cm-expansion-4480,normal,,0.51,low,,,,,,,0.09,trend
Force Sight (Red),cm-expansion-4480,normal,,0.25,low,,,,,,,0.7,trend
Force Sight (Yellow),cm-expansion-4480,normal,,0.14,low,,,,,,,5.33,trend
Forked Lightning,cm-expansion-4480,normal,,7.19,low,,,,,,,7,trend
Grasp of the Arknight,cm-expansion-4480,normal,,1249.95,low,,,,,,,984.31,trend
Hamstring Shot (Blue),cm-expansion-4480,normal,,0.33,low,,,,,,,0.47,trend
Hamstring Shot (Red),cm-expansion-4480,normal,,0.38,low,,,,,,,0.03,trend
Hamstring Shot (Yellow),cm-expansion-4480,normal,,0.17,low,,,,,,,4,trend
Head Shot (Blue),cm-expansion-4480,normal,,0.24,low,,,,,,,2,trend
Head Shot (Red),cm-expansion-4480,normal,,0.19,low,,,,,,,0.3,trend
Head Shot (Yellow),cm-expansion-4480,normal,,0.42,low,,,,,,,,
High Octane,cm-expansion-4480,normal,,29,low,,,,,,,11,trend
Hyper Driver (Red),cm-expansion-4480,normal,,0.64,low,,,,,,,1.75,trend
Index (Blue),cm-expansion-4480,normal,,0.24,low,,,,,,,,
Index (Red),cm-expansion-4480,normal,,0.5,low,,,,,,,3.59,trend
Index (Yellow),cm-expansion-4480,normal,,0.23,low,,,,,,,0.5,trend
Induction Chamber,cm-expansion-4480,normal,,3.53,low,,,,,,,2.28,trend
"Kano, Dracai of Aether // Kano",cm-expansion-4480,normal,,1.38,low,,,,,,,3.92,trend
Lead the Charge (Blue),cm-expansion-4480,normal,,0.94,low,,,,,,,0.83,trend
Lead the Charge (Red),cm-expansion-4480,normal,,0.37,low,,,,,,,0.88,trend
Lead the Charge (Yellow),cm-expansion-4480,normal,,0.17,low,,,,,,,0.48,trend
Lesson in Lava,cm-expansion-4480,normal,,2.69,low,,,,,,,2.78,trend
Life for a Life (Blue),cm-expansion-4480,normal,,0.49,low,,,,,,,0.69,trend
Life for a Life (Red),cm-expansion-4480,normal,,0.47,low,,,,,,,0.59,trend
Life for a Life (Yellow),cm-expansion-4480,normal,,0.33,low,,,,,,,0.39,trend
Locked and Loaded (Blue),cm-expansion-4480,normal,,0.43,low,,,,,,,1.75,trend
Locked and Loaded (Red),cm-expansion-4480,normal,,0.43,low,,,,,,,0.47,trend
Locked and Loaded (Yellow),cm-expansion-4480,normal,,0.1,low,,,,,,,5,trend
Mage Master Boots,cm-expansion-4480,normal,,1.79,low,,,,,,,1,trend
Maximum Velocity,cm-expansion-4480,normal,,4.45,low,,,,,,,3.48,trend
Moon Wish (Blue),cm-expansion-4480,normal,,0.24,low,,,,,,,0.3,trend
Moon Wish (Red),cm-expansion-4480,normal,,0.08,low,,,,,,,2.99,trend
Moon Wish (Yellow),cm-expansion-4480,normal,,0.39,low,,,,,,,0.34,trend
Mordred Tide,cm-expansion-4480,normal,,6.97,low,,,,,,,3.59,trend
Nebula Blade // Kano,cm-expansion-4480,normal,,3.89,low,,,,,,,,
Nebula Blade // Runechant,cm-expansion-4480,normal,,4.46,low,,,,,,,4.99,trend
Ninth Blade of the Blood Oath,cm-expansion-4480,normal,,8.86,low,,,,,,,7.71,trend
Nock the Deathwhistle,cm-expansion-4480,normal,,8.89,low,,,,,,,6,trend
Nullrune Boots,cm-expansion-4480,normal,,3.56,low,,,,,,,0.89,trend
Nullrune Gloves,cm-expansion-4480,normal,,1.76,low,,,,,,,0.66,trend
Nullrune Hood,cm-expansion-4480,normal,,1.75,low,,,,,,,0.23,trend
Nullrune Robe,cm-expansion-4480,normal,,1.33,low,,,,,,,0.96,trend
Oath of the Arknight (Blue),cm-expansion-4480,normal,,2,low,,,,,,,2.59,trend
Oath of the Arknight (Red),cm-expansion-4480,normal,,1.99,low,,,,,,,0.65,trend
Oath of the Arknight (Yellow),cm-expansion-4480,normal,,1.94,low,,,,,,,0.99,trend
Optekal Monocle,cm-expansion-4480,normal,,0.35,low,,,,,,,0.66,trend
Over Loop (Blue),cm-expansion-4480,normal,,0.17,low,,,,,,,2,trend
Over Loop (Red),cm-expansion-4480,normal,,0.23,low,,,,,,,1,trend
Over Loop (Yellow),cm-expansion-4480,normal,,0.57,low,,,,,,,1.75,trend
Pedal to the Metal (Blue),cm-expansion-4480,normal,,0.56,low,,,,,,,0.18,trend
Pedal to the Metal (Red),cm-expansion-4480,normal,,0.37,low,,,,,,,1.4,trend
Pedal to the Metal (Yellow),cm-expansion-4480,normal,,0.59,low,,,,,,,0.99,trend
Plunder Run (Blue),cm-expansion-4480,normal,,0.99,low,,,,,,,,
Plunder Run (Red),cm-expansion-4480,normal,,2.49,low,,,,,,,2.69,trend
Plunder Run (Yellow),cm-expansion-4480,normal,,0.8,low,,,,,,,0.4,trend
Pour the Mold (Blue),cm-expansion-4480,normal,,1.49,low,,,,,,,,
Pour the Mold (Red),cm-expansion-4480,normal,,0.5,low,,,,,,,1,trend
Pour the Mold (Yellow),cm-expansion-4480,normal,,1.79,low,,,,,,,,
Pursuit of Knowledge,cm-expansion-4480,normal,,5,low,,,,,,,7.83,trend
Push the Point (Blue),cm-expansion-4480,normal,,0.38,low,,,,,,,4,trend
Push the Point (Red),cm-expansion-4480,normal,,0.26,low,,,,,,,,
Push the Point (Yellow),cm-expansion-4480,normal,,0.16,low,,,,,,,,
Rapid Fire,cm-expansion-4480,normal,,4,low,,,,,,,4.5,trend
Ravenous Rabble (Blue),cm-expansion-4480,normal,,0.3,low,,,,,,,,
Ravenous Rabble (Red),cm-expansion-4480,normal,,1.96,low,,,,,,,1.87,trend
Ravenous Rabble (Yellow),cm-expansion-4480,normal,,0.44,low,,,,,,,3.5,trend
Read the Runes (Blue),cm-expansion-4480,normal,,0.44,low,,,,,,,,
Read the Runes (Red),cm-expansion-4480,normal,,0.99,low,,,,,,,1.01,trend
Read the Runes (Yellow),cm-expansion-4480,normal,,0.44,low,,,,,,,0.48,trend
Red in the Ledger,cm-expansion-4480,normal,,5.87,low,,,,,,,7.57,trend
Reduce to Runechant (Blue),cm-expansion-4480,normal,,2.06,low,,,,,,,,
Reduce to Runechant (Red),cm-expansion-4480,normal,,1.99,low,,,,,,,2.74,trend
Reduce to Runechant (Yellow),cm-expansion-4480,normal,,4.04,low,,,,,,,1.76,trend
Reverberate (Blue),cm-expansion-4480,normal,,0.11,low,,,,,,,0.25,trend
Reverberate (Red),cm-expansion-4480,normal,,0.09,low,,,,,,,0.36,trend
Reverberate (Yellow),cm-expansion-4480,normal,,0.6,low,,,,,,,3,trend
Ridge Rider Shot (Blue),cm-expansion-4480,normal,,0.18,low,,,,,,,,
Ridge Rider Shot (Red),cm-expansion-4480,normal,,0.17,low,,,,,,,5,trend
Ridge Rider Shot (Yellow),cm-expansion-4480,normal,,0.18,low,,,,,,,,
Rifting (Blue),cm-expansion-4480,normal,,0.16,low,,,,,,,,
Rifting (Red),cm-expansion-4480,normal,,0.51,low,,,,,,,,
Rifting (Yellow),cm-expansion-4480,normal,,0.4,low,,,,,,,3,trend
Robe of Rapture,cm-expansion-4480,normal,,0.28,low,,,,,,,7.5,trend
Rune Flash (Blue),cm-expansion-4480,normal,,0.29,low,,,,,,,1.99,trend
Rune Flash (Red),cm-expansion-4480,normal,,1.22,low,,,,,,,1.35,trend
Rune Flash (Yellow),cm-expansion-4480,normal,,0.46,low,,,,,,,0.05,trend
Runechant // Crucible of Aetherweave,cm-expansion-4480,normal,,4.44,low,,,,,,,6.07,trend
Rusted Relic,cm-expansion-4480,normal,,1,low,,,,,,,0.8,trend
Salvage Shot (Blue),cm-expansion-4480,normal,,0.23,low,,,,,,,0.48,trend
Salvage Shot (Red),cm-expansion-4480,normal,,0.25,low,,,,,,,4.56,trend
Salvage Shot (Yellow),cm-expansion-4480,normal,,0.2,low,,,,,,,1.95,trend
Scalding Rain (Blue),cm-expansion-4480,normal,,0.12,low,,,,,,,0.02,trend
Scalding Rain (Red),cm-expansion-4480,normal,,0.08,low,,,,,,,0.02,trend
Scalding Rain (Yellow),cm-expansion-4480,normal,,0.09,low,,,,,,,0.49,trend
Searing Shot (Blue),cm-expansion-4480,normal,,0.38,low,,,,,,,0.37,trend
Searing Shot (Red),cm-expansion-4480,normal,,0.69,low,,,,,,,0.45,trend
Searing Shot (Yellow),cm-expansion-4480,normal,,0.18,low,,,,,,,,
Sic 'Em Shot (Blue),cm-expansion-4480,normal,,0.45,low,,,,,,,,
Sic 'Em Shot (Red),cm-expansion-4480,normal,,0.41,low,,,,,,,0.3,trend
Sic 'Em Shot (Yellow),cm-expansion-4480,normal,,0.45,low,,,,,,,2,trend
Silver the Tip (Blue),cm-expansion-4480,normal,,0.96,low,,,,,,,0.4,trend
Silver the Tip (Red),cm-expansion-4480,normal,,1,low,,,,,,,,
Silver the Tip (Yellow),cm-expansion-4480,normal,,1,low,,,,,,,,
Skullbone Crosswrap,cm-expansion-4480,normal,,425,low,,,,,,,685,trend
Sonic Boom,cm-expansion-4480,normal,,7.49,low,,,,,,,7.67,trend
Spark of Genius,cm-expansion-4480,normal,,7.99,low,,,,,,,4.74,trend
Spellblade Assault (Blue),cm-expansion-4480,normal,,2.42,low,,,,,,,8.99,trend
Spellblade Assault (Red),cm-expansion-4480,normal,,0.99,low,,,,,,,0.85,trend
Spellblade Assault (Yellow),cm-expansion-4480,normal,,1.39,low,,,,,,,,
Spellblade Strike (Blue),cm-expansion-4480,normal,,0.18,low,,,,,,,1.79,trend
Spellblade Strike (Red),cm-expansion-4480,normal,,0.85,low,,,,,,,1.39,trend
Spellblade Strike (Yellow),cm-expansion-4480,normal,,0.44,low,,,,,,,3.95,trend
Stir the Aetherwinds (Blue),cm-expansion-4480,normal,,0.58,low,,,,,,,19,trend
Stir the Aetherwinds (Red),cm-expansion-4480,normal,,0.48,low,,,,,,,0.9,trend
Stir the Aetherwinds (Yellow),cm-expansion-4480,normal,,0.19,low,,,,,,,,
Storm Striders,cm-expansion-4480,normal,,1199,low,,,,,,,1299.99,trend
Sun Kiss  (Blue),cm-expansion-4480,normal,,0.09,low,,,,,,,8.42,trend
Sun Kiss  (Yellow),cm-expansion-4480,normal,,0.18,low,,,,,,,3.41,trend
Sun Kiss (Red),cm-expansion-4480,normal,,0.1,low,,,,,,,1.95,trend
Take Aim (Blue),cm-expansion-4480,normal,,0.35,low,,,,,,,,
Take Aim (Red),cm-expansion-4480,normal,,1,low,,,,,,,2.61,trend
Take Aim (Yellow),cm-expansion-4480,normal,,0.37,low,,,,,,,4.5,trend
Take Cover (Blue),cm-expansion-4480,normal,,0.34,low,,,,,,,0.2,trend
Take Cover (Red),cm-expansion-4480,normal,,1,low,,,,,,,1.08,trend
Take Cover (Yellow),cm-expansion-4480,normal,,0.39,low,,,,,,,,
Talismanic Lens,cm-expansion-4480,normal,,0.99,low,,,,,,,2.29,trend
Teklo Core,cm-expansion-4480,normal,,27.9,low,,,,,,,18.91,trend
Teklo Foundry Heart,cm-expansion-4480,normal,,1250,low,,,,,,,680,trend
Teklo Plasma Pistol // Azalea,cm-expansion-4480,normal,,2.47,low,,,,,,,,
Teklo Plasma Pistol // Kano,cm-expansion-4480,normal,,8.48,low,,,,,,,,
Teklo Plasma Pistol // Runechant,cm-expansion-4480,normal,,0.28,low,,,,,,,3,trend
Three of a Kind,cm-expansion-4480,normal,,26.5,low,,,,,,,20,trend
Throttle (Blue),cm-expansion-4480,normal,,0.23,low,,,,,,,0.02,trend
Throttle (Red),cm-expansion-4480,normal,,0.5,low,,,,,,,0.21,trend
Throttle (Yellow),cm-expansion-4480,normal,,0.49,low,,,,,,,0.2,trend
Tome of Aetherwind,cm-expansion-4480,normal,,4.98,low,,,,,,,4.73,trend
Tome of the Arknight,cm-expansion-4480,normal,,2,low,,,,,,,2.08,trend
Vest of the First Fist,cm-expansion-4480,normal,,0.83,low,,,,,,,0.02,trend
Vigor Rush (Blue),cm-expansion-4480,normal,,0.17,low,,,,,,,5,trend
Vigor Rush (Red),cm-expansion-4480,normal,,0.48,low,,,,,,,0.49,trend
Vigor Rush (Yellow),cm-expansion-4480,normal,,0.42,low,,,,,,,,
Viserai // Crucible of Aetherweave,cm-expansion-4480,normal,,1.42,low,,,,,,,0.9,trend
Viserai // Kano,cm-expansion-4480,normal,,1.98,low,,,,,,,,
"Viserai, Rune Blood // Viserai",cm-expansion-4480,normal,,3.43,low,,,,,,,3.99,trend
Voltic Bolt (Blue),cm-expansion-4480,normal,,0.18,low,,,,,,,0.09,trend
Voltic Bolt (Red),cm-expansion-4480,normal,,0.18,low,,,,,,,0.9,trend
Voltic Bolt (Yellow),cm-expansion-4480,normal,,0.17,low,,,,,,,,
Whisper of the Oracle (Blue),cm-expansion-4480,normal,,0.18,low,,,,,,,0.2,trend
Whisper of the Oracle (Red),cm-expansion-4480,normal,,0.28,low,,,,,,,0.58,trend
Whisper of the Oracle (Yellow),cm-expansion-4480,normal,,0.43,low,,,,,,,0.49,trend
Zap (Blue),cm-expansion-4480,normal,,0.56,low,,,,,,,0.7,trend
Zap (Red),cm-expansion-4480,normal,,0.36,low,,,,,,,1.88,trend
Zap (Yellow),cm-expansion-4480,normal,,0.57,low,,,,,,,,
Zero to Sixty (Blue),cm-expansion-4480,normal,,0.3,low,,,,,,,0.02,trend
Zero to Sixty (Red),cm-expansion-4480,normal,,0.43,low,,,,,,,0.18,trend
Zero to Sixty (Yellow),cm-expansion-4480,normal,,0.18,low,,,,,,,0.8,trend
Zipper Hit (Blue),cm-expansion-4480,normal,,0.13,low,,,,,,,1.46,trend
Zipper Hit (Red),cm-expansion-4480,normal,,0.15,low,,,,,,,0.02,trend
Zipper Hit (Yellow),cm-expansion-4480,normal,,0.25,low,,,,,,,0.27,trend
Absorb in Aether (Blue),cm-expansion-4481,normal,,0.02,low,,,,,,,0.19,trend
Absorb in Aether (Red),cm-expansion-4481,normal,,0.09,low,,,,,,,1.15,trend
Absorb in Aether (Yellow),cm-expansion-4481,normal,,0.02,low,,,,,,,0.35,trend
Achilles Accelerator,cm-expansion-4481,normal,,0.02,low,,,,,,,0.02,trend
Aether Flare (Blue),cm-expansion-4481,normal,,0.02,low,,,,,,,0.12,trend
Aether Flare (Red),cm-expansion-4481,normal,,0.02,low,,,,,,,0.09,trend
Aether Flare (Yellow),cm-expansion-4481,normal,,0.02,low,,,,,,,0.12,trend
Aether Sink,cm-expansion-4481,normal,,0.02,low,,,,,,,0.15,trend
Aether Spindle (Blue),cm-expansion-4481,normal,,0.02,low,,,,,,,0.13,trend
Aether Spindle (Red),cm-expansion-4481,normal,,0.02,low,,,,,,,0.28,trend
Aether Spindle (Yellow),cm-expansion-4481,normal,,0.02,low,,,,,,,0.14,trend
Amplify the Arknight (Blue),cm-expansion-4481,normal,,0.02,low,,,,,,,0.17,trend
Amplify the Arknight (Red),cm-expansion-4481,normal,,0.02,low,,,,,,,0.15,trend
Amplify the Arknight (Yellow),cm-expansion-4481,normal,,0.02,low,,,,,,,0.09,trend
Arcanite Skullcap,cm-expansion-4481,normal,,33,low,,,,,,,36.8,trend
Arknight Ascendancy,cm-expansion-4481,normal,,0.27,low,,,,,,,0.71,trend
Art of War,cm-expansion-4481,normal,,2,low,,,,,,,3.16,trend
Azalea // Nebula Blade,cm-expansion-4481,normal,,0.02,low,,,,,,,0.1,trend
"Azalea, Ace in the Hole // Azalea",cm-expansion-4481,normal,,0.02,low,,,,,,,0.16,trend
Back Alley Breakline (Blue),cm-expansion-4481,normal,,0.02,low,,,,,,,0.36,trend
Back Alley Breakline (Red),cm-expansion-4481,normal,,0.02,low,,,,,,,0.13,trend
Back Alley Breakline (Yellow),cm-expansion-4481,normal,,0.02,low,,,,,,,0.13,trend
