# ratio: tcgplayer / cardmarket
# fx: 1 EUR = 1.143 USD (ECB 2026-07-10)
Name,Set,Finish,Code,NM,NM Basis,SP/LP,SP/LP Basis,MP,MP Basis,HP,HP Basis
Soup Up (Red),Bright Lights,normal,EVO111,+12100.0%,listing/low,,,,,,
Soup Up (Yellow),Bright Lights,normal,EVO112,+650.0%,listing/low,,,,,,
Spring a Leak (Blue),Bright Lights,normal,EVO152,+100.0%,listing/low,,,,,,
Spring a Leak (Red),Bright Lights,normal,EVO150,+100.0%,listing/low,,,,,,
Spring a Leak (Yellow),Bright Lights,normal,EVO151,+150.0%,listing/low,,,,,,
Sprocket Rocket (Blue),Bright Lights,normal,EVO194,+100.0%,listing/low,,,,,,
Sprocket Rocket (Red),Bright Lights,normal,EVO192,+400.0%,listing/low,,,,,,
Sprocket Rocket (Yellow),Bright Lights,normal,EVO193,+100.0%,listing/low,,,,,,
Stasis Cell,Bright Lights,normal,EVO073,+177.8%,listing/low,,,,,,
Steam Canister,Bright Lights,normal,EVO077,+100.0%,listing/low,,,,,,
Steel Street Enforcement,Bright Lights,normal,EVO060,+217.9%,listing/low,,,,,,
Steel Street Hoons,Bright Lights,normal,EVO141,-36.3%,listing/low,,,,,,
System Failure,Bright Lights,normal,EVO144,+20.0%,listing/low,,,,,,
System Reset,Bright Lights,normal,EVO145,-56.7%,listing/low,,,,,,
Tectonic Rift,Bright Lights,normal,EVO238,-67.5%,listing/low,,,,,,
Teklo Base Arms,Bright Lights,normal,EVO020,+0.0%,listing/low,,,,,,
Teklo Base Chest,Bright Lights,normal,EVO019,+0.0%,listing/low,,,,,,
Teklo Base Head,Bright Lights,normal,EVO018,+50.0%,listing/low,,,,,,
Teklo Base Legs,Bright Lights,normal,EVO021,+0.0%,listing/low,,,,,,
Teklo Foundry Heart,Bright Lights,normal,EVO012,-9.9%,listing/low,,,,,,
Teklonetic Force Field (Blue),Bright Lights,normal,EVO233,-50.0%,listing/low,,,,,,
Teklonetic Force Field (Red),Bright Lights,normal,EVO231,+50.0%,listing/low,,,,,,
Teklonetic Force Field (Yellow),Bright Lights,normal,EVO232,+50.0%,listing/low,,,,,,
"Teklovossen, Esteemed Magnate",Bright Lights,normal,EVO007,+156.4%,listing/low,,,,,,
Terminator Tank,Bright Lights,normal,EVO055,+381.6%,listing/low,,,,,,
Tick Tock Clock,Bright Lights,normal,EVO074,-12.3%,listing/low,,,,,,
Tome of Imperial Flame,Bright Lights,normal,EVO245,+28.2%,listing/low,,,,,,
Torque Tuned (Blue),Bright Lights,normal,EVO116,+50.0%,listing/low,,,,,,
Torque Tuned (Red),Bright Lights,normal,EVO114,+50.0%,listing/low,,,,,,
Torque Tuned (Yellow),Bright Lights,normal,EVO115,+50.0%,listing/low,,,,,,
Twin Drive,Bright Lights,normal,EVO142,-17.5%,listing/low,,,,,,
Under Loop (Blue),Bright Lights,normal,EVO218,+50.0%,listing/low,,,,,,
Under Loop (Red),Bright Lights,normal,EVO216,+0.0%,listing/low,,,,,,
Under Loop (Yellow),Bright Lights,normal,EVO217,+50.0%,listing/low,,,,,,
War Machine,Bright Lights,normal,EVO056,+125.4%,listing/low,,,,,,
Wax Off,Bright Lights,normal,EVO239,+4.4%,listing/low,,,,,,
Zero to Fifty (Blue),Bright Lights,normal,EVO164,+50.0%,listing/low,,,,,,
Zero to Fifty (Red),Bright Lights,normal,EVO162,-50.0%,listing/low,,,,,,
Zero to Fifty (Yellow),Bright Lights,normal,EVO163,-50.0%,listing/low,,,,,,
Apocalypse Automaton,Round the Table: TCCxLSS,normal,,-9.1%,listing/low,,,,,,
Bastion of Duty,Round the Table: TCCxLSS,normal,,-44.4%,listing/low,,,,,,
Bittering Thorns (Red),Round the Table: TCCxLSS,normal,,-34.5%,listing/low,,,,,,
Bittering Thorns (Yellow),Round the Table: TCCxLSS,normal,,-72.3%,listing/low,,,,,,
Blessing of Qi (Blue),Round the Table: TCCxLSS,normal,,+650.0%,listing/low,,,,,,
Blessing of Qi (Red),Round the Table: TCCxLSS,normal,,+133.3%,listing/low,,,,,,
Blood Scent,Round the Table: TCCxLSS,normal,,-34.6%,listing/low,,,,,,
Boulder Drop (Blue),Round the Table: TCCxLSS,normal,,-40.3%,listing/low,,,,,,
Boulder Drop (Yellow),Round the Table: TCCxLSS,normal,,-19.0%,listing/low,,,,,,
Chivalry,Round the Table: TCCxLSS,normal,,+800.0%,listing/low,,,,,,
Chokeslam (Blue),Round the Table: TCCxLSS,normal,,+650.0%,listing/low,,,,,,
Chokeslam (Yellow),Round the Table: TCCxLSS,normal,,+350.0%,listing/low,,,,,,
Civic Duty,Round the Table: TCCxLSS,normal,,-10.5%,listing/low,,,,,,
Civic Guide,Round the Table: TCCxLSS,normal,,-37.5%,listing/low,,,,,,
Civic Peak,Round the Table: TCCxLSS,normal,,-60.0%,listing/low,,,,,,
Civic Steps,Round the Table: TCCxLSS,normal,,-34.6%,listing/low,,,,,,
Coax a Commotion,Round the Table: TCCxLSS,normal,,-13.8%,listing/low,,,,,,
Colossal Bearing,Round the Table: TCCxLSS,normal,,+185.7%,listing/low,,,,,,
Crash Down (Yellow),Round the Table: TCCxLSS,normal,,+27.3%,listing/low,,,,,,
Crazy Brew,Round the Table: TCCxLSS,normal,,+17.6%,listing/low,,,,,,
Crowd Control (Blue),Round the Table: TCCxLSS,normal,,+36.4%,listing/low,,,,,,
Crowd Control (Red),Round the Table: TCCxLSS,normal,,-23.1%,listing/low,,,,,,
Crowd Control (Yellow),Round the Table: TCCxLSS,normal,,+36.4%,listing/low,,,,,,
Disable (Blue),Round the Table: TCCxLSS,normal,,+800.0%,listing/low,,,,,,
Disable (Yellow),Round the Table: TCCxLSS,normal,,+600.0%,listing/low,,,,,,
Earthlore Empowerment (Red),Round the Table: TCCxLSS,normal,,-25.0%,listing/low,,,,,,
Earthlore Empowerment (Yellow),Round the Table: TCCxLSS,normal,,+216.7%,listing/low,,,,,,
Encore,Round the Table: TCCxLSS,normal,,-9.1%,listing/low,,,,,,
Energy Potion,Round the Table: TCCxLSS,normal,,+2.6%,listing/low,,,,,,
Evo Energy Matrix,Round the Table: TCCxLSS,normal,,+33.3%,listing/low,,,,,,
Evo Rapid Fire,Round the Table: TCCxLSS,normal,,+33.3%,listing/low,,,,,,
Evo Scatter Shot,Round the Table: TCCxLSS,normal,,-4.8%,listing/low,,,,,,
Evo Tekloscope,Round the Table: TCCxLSS,normal,,-4.8%,listing/low,,,,,,
Fiddle-dee,Round the Table: TCCxLSS,normal,,-42.3%,listing/low,,,,,,
Final Act,Round the Table: TCCxLSS,normal,,+17.6%,listing/low,,,,,,
Firewall (Blue),Round the Table: TCCxLSS,normal,,+800.0%,listing/low,,,,,,
Firewall (Red),Round the Table: TCCxLSS,normal,,+500.0%,listing/low,,,,,,
Firewall (Yellow),Round the Table: TCCxLSS,normal,,+600.0%,listing/low,,,,,,
Flex Claws (Red),Round the Table: TCCxLSS,normal,,-9.1%,listing/low,,,,,,
Flex Claws (Yellow),Round the Table: TCCxLSS,normal,,+650.0%,listing/low,,,,,,
Flying Kick (Blue),Round the Table: TCCxLSS,normal,,+650.0%,listing/low,,,,,,
Flying Kick (Red),Round the Table: TCCxLSS,normal,,+650.0%,listing/low,,,,,,
Growl (Red),Round the Table: TCCxLSS,normal,,-54.2%,listing/low,,,,,,
Growl (Yellow),Round the Table: TCCxLSS,normal,,-31.0%,listing/low,,,,,,
Healing Potion,Round the Table: TCCxLSS,normal,,-22.0%,listing/low,,,,,,
Heart-throb,Round the Table: TCCxLSS,normal,,-47.4%,listing/low,,,,,,
Interlude (Blue),Round the Table: TCCxLSS,normal,,+36.4%,listing/low,,,,,,
Interlude (Red),Round the Table: TCCxLSS,normal,,-28.6%,listing/low,,,,,,
Interlude (Yellow),Round the Table: TCCxLSS,normal,,+81.8%,listing/low,,,,,,
Lay Down the Law,Round the Table: TCCxLSS,normal,,+233.3%,listing/low,,,,,,
Leg Tap (Red),Round the Table: TCCxLSS,normal,,+650.0%,listing/low,,,,,,
Leg Tap (Yellow),Round the Table: TCCxLSS,normal,,+650.0%,listing/low,,,,,,
Life of the Party,Round the Table: TCCxLSS,normal,,+850.0%,listing/low,,,,,,
Liquid-Cooled Mayhem (Blue),Round the Table: TCCxLSS,normal,,+50.0%,listing/low,,,,,,
Liquid-Cooled Mayhem (Red),Round the Table: TCCxLSS,normal,,+50.0%,listing/low,,,,,,
Mauling Qi,Round the Table: TCCxLSS,normal,,-48.4%,listing/low,,,,,,
Mechanical Strength (Blue),Round the Table: TCCxLSS,normal,,+0.0%,listing/low,,,,,,
Mechanical Strength (Red),Round the Table: TCCxLSS,normal,,+0.0%,listing/low,,,,,,
Nom de Plume,Round the Table: TCCxLSS,normal,,-21.1%,listing/low,,,,,,
Potion of Strength,Round the Table: TCCxLSS,normal,,+81.8%,listing/low,,,,,,
Pouncing Paws,Round the Table: TCCxLSS,normal,,-11.1%,listing/low,,,,,,
Pouncing Qi (Red),Round the Table: TCCxLSS,normal,,+650.0%,listing/low,,,,,,
Predatory Streak (Blue),Round the Table: TCCxLSS,normal,,+650.0%,listing/low,,,,,,
Predatory Streak (Yellow),Round the Table: TCCxLSS,normal,,+650.0%,listing/low,,,,,,
Professor Teklovossen,Round the Table: TCCxLSS,normal,,+222.2%,listing/low,,,,,,
Proto Base Arms,Round the Table: TCCxLSS,normal,,+50.0%,listing/low,,,,,,
Proto Base Chest,Round the Table: TCCxLSS,normal,,+50.0%,listing/low,,,,,,
Proto Base Head,Round the Table: TCCxLSS,normal,,+70.0%,listing/low,,,,,,
Proto Base Legs,Round the Table: TCCxLSS,normal,,+50.0%,listing/low,,,,,,
Qi Unbound (Red),Round the Table: TCCxLSS,normal,,+550.0%,listing/low,,,,,,
Quickstep,Round the Table: TCCxLSS,normal,,-42.3%,listing/low,,,,,,
Sigil of Solace (Red),Round the Table: TCCxLSS,normal,,-9.3%,listing/low,,,,,,
Smack of Reality,Round the Table: TCCxLSS,normal,,+81.8%,listing/low,,,,,,
Song of Jack-be-Quick,Round the Table: TCCxLSS,normal,,-23.1%,listing/low,,,,,,
Song of Sweet Nectar,Round the Table: TCCxLSS,normal,,-42.3%,listing/low,,,,,,
Song of the Rosen Matador,Round the Table: TCCxLSS,normal,,-42.3%,listing/low,,,,,,
Song of the Shining Knight,Round the Table: TCCxLSS,normal,,-42.3%,listing/low,,,,,,
Song of the Wandering Mind,Round the Table: TCCxLSS,normal,,-42.3%,listing/low,,,,,,
Song of Yesteryears,Round the Table: TCCxLSS,normal,,-42.3%,listing/low,,,,,,
Tearing Shuko,Round the Table: TCCxLSS,normal,,+233.3%,listing/low,,,,,,
Throttle (Blue),Round the Table: TCCxLSS,normal,,+172.7%,listing/low,,,,,,
Throttle (Red),Round the Table: TCCxLSS,normal,,+900.0%,listing/low,,,,,,
Throttle (Yellow),Round the Table: TCCxLSS,normal,,+233.3%,listing/low,,,,,,
Tiger Eye Reflex (Blue),Round the Table: TCCxLSS,normal,,+118.2%,listing/low,,,,,,
Tiger Eye Reflex (Yellow),Round the Table: TCCxLSS,normal,,-38.8%,listing/low,,,,,,
Timesnap Potion,Round the Table: TCCxLSS,normal,,+900.0%,listing/low,,,,,,
Under Loop,Round the Table: TCCxLSS,normal,,+233.3%,listing/low,,,,,,
Vigor,Round the Table: TCCxLSS,normal,,+65.2%,listing/low,,,,,,
Zipper Hit (Red),Round the Table: TCCxLSS,normal,,+900.0%,listing/low,,,,,,
Zipper Hit (Yellow),Round the Table: TCCxLSS,normal,,+900.0%,listing/low,,,,,,
Alluring Inducement,Dusk till Dawn,normal,DTD215,+850.0%,listing/low,,,,,,
Angelic Descent (Blue),Dusk till Dawn,normal,DTD034,+100.0%,listing/low,,,,,,
Angelic Descent (Red),Dusk till Dawn,normal,DTD032,+100.0%,listing/low,,,,,,
Angelic Descent (Yellow),Dusk till Dawn,normal,DTD033,+0.0%,listing/low,,,,,,
Angelic Wrath (Blue),Dusk till Dawn,normal,DTD037,+150.0%,listing/low,,,,,,
Angelic Wrath (Red),Dusk till Dawn,normal,DTD035,+150.0%,listing/low,,,,,,
Angelic Wrath (Yellow),Dusk till Dawn,normal,DTD036,+400.0%,listing/low,,,,,,
Anthem of Spring,Dusk till Dawn,normal,DTD196,+566.7%,listing/low,,,,,,
Banneret of Courage,Dusk till Dawn,normal,DTD048,+635.0%,listing/low,,,,,,
Banneret of Gallantry,Dusk till Dawn,normal,DTD049,+363.2%,listing/low,,,,,,
Banneret of Protection,Dusk till Dawn,normal,DTD050,+56.5%,listing/low,,,,,,
Banneret of Resilience,Dusk till Dawn,normal,DTD054,+100.0%,listing/low,,,,,,
Banneret of Salvation,Dusk till Dawn,normal,DTD055,+300.0%,listing/low,,,,,,
Banneret of Vigor,Dusk till Dawn,normal,DTD056,+400.0%,listing/low,,,,,,
Bastion of Unity,Dusk till Dawn,normal,DTD206,+127.3%,listing/low,,,,,,
Battlefield Breaker (Blue),Dusk till Dawn,normal,DTD123,+0.0%,listing/low,,,,,,
Battlefield Breaker (Red),Dusk till Dawn,normal,DTD121,-50.0%,listing/low,,,,,,
Battlefield Breaker (Yellow),Dusk till Dawn,normal,DTD122,+100.0%,listing/low,,,,,,
Beaming Blade,Dusk till Dawn,normal,DTD046,+400.0%,listing/low,,,,,,
Beaming Bravado (Blue),Dusk till Dawn,normal,DTD059,+0.0%,listing/low,,,,,,
Beaming Bravado (Red),Dusk till Dawn,normal,DTD057,+650.0%,listing/low,,,,,,
Beaming Bravado (Yellow),Dusk till Dawn,normal,DTD058,+350.0%,listing/low,,,,,,
Beckoning Light,Dusk till Dawn,normal,DTD051,+127.3%,listing/low,,,,,,
Bequest the Vast Beyond,Dusk till Dawn,normal,DTD212,+140.0%,listing/low,,,,,,
Beseech the Demigon (Blue),Dusk till Dawn,normal,DTD189,+100.0%,listing/low,,,,,,
Beseech the Demigon (Red),Dusk till Dawn,normal,DTD187,+650.0%,listing/low,,,,,,
Beseech the Demigon (Yellow),Dusk till Dawn,normal,DTD188,+50.0%,listing/low,,,,,,
Blessing of Salvation (Blue),Dusk till Dawn,normal,DTD087,+150.0%,listing/low,,,,,,
Blessing of Salvation (Red),Dusk till Dawn,normal,DTD085,+150.0%,listing/low,,,,,,
Blessing of Salvation (Yellow),Dusk till Dawn,normal,DTD086,+300.0%,listing/low,,,,,,
Blistering Assault (Blue),Dusk till Dawn,normal,DTD093,+100.0%,listing/low,,,,,,
Blistering Assault (Red),Dusk till Dawn,normal,DTD091,+50.0%,listing/low,,,,,,
Blistering Assault (Yellow),Dusk till Dawn,normal,DTD092,+100.0%,listing/low,,,,,,
Blood Dripping Frenzy,Dusk till Dawn,normal,DTD111,+127.3%,listing/low,,,,,,
Boltyn,Dusk till Dawn,normal,DTD045,+100.0%,listing/low,,,,,,
Break of Dawn (Blue),Dusk till Dawn,normal,DTD102,-50.0%,listing/low,,,,,,
Break of Dawn (Red),Dusk till Dawn,normal,DTD100,-50.0%,listing/low,,,,,,
Break of Dawn (Yellow),Dusk till Dawn,normal,DTD101,-50.0%,listing/low,,,,,,
Call Down the Lightning,Dusk till Dawn,normal,DTD198,,,,,,,,
Celestial Reprimand (Blue),Dusk till Dawn,normal,DTD040,+100.0%,listing/low,,,,,,
Celestial Reprimand (Red),Dusk till Dawn,normal,DTD038,+50.0%,listing/low,,,,,,
Celestial Reprimand (Yellow),Dusk till Dawn,normal,DTD039,+150.0%,listing/low,,,,,,
Celestial Resolve (Blue),Dusk till Dawn,normal,DTD043,+100.0%,listing/low,,,,,,
Celestial Resolve (Red),Dusk till Dawn,normal,DTD041,+50.0%,listing/low,,,,,,
Celestial Resolve (Yellow),Dusk till Dawn,normal,DTD042,-50.0%,listing/low,,,,,,
Censor,Dusk till Dawn,normal,DTD226,-12.5%,listing/low,,,,,,
Chains of Mephetis,Dusk till Dawn,normal,DTD170,+1122.7%,listing/low,,,,,,
Charge of the Light Brigade (Blue),Dusk till Dawn,normal,DTD074,+0.0%,listing/low,,,,,,
Charge of the Light Brigade (Red),Dusk till Dawn,normal,DTD072,+100.0%,listing/low,,,,,,
Charge of the Light Brigade (Yellow),Dusk till Dawn,normal,DTD073,+50.0%,listing/low,,,,,,
Chorus of Ironsong,Dusk till Dawn,normal,DTD208,-27.3%,listing/low,,,,,,
Cleansing Light (Blue),Dusk till Dawn,normal,DTD090,+100.0%,listing/low,,,,,,
Cleansing Light (Red),Dusk till Dawn,normal,DTD088,+0.0%,listing/low,,,,,,
Cleansing Light (Yellow),Dusk till Dawn,normal,DTD089,+100.0%,listing/low,,,,,,
Cloak of Darkness,Dusk till Dawn,normal,DTD166,+200.0%,listing/low,,,,,,
Courage,Dusk till Dawn,normal,DTD232,+200.0%,listing/low,,,,,,
Crown of Providence,Dusk till Dawn,normal,DTD221,,,,,,,,
Dabble in Darkness,Dusk till Dawn,normal,DTD169,+245.5%,listing/low,,,,,,
Dance of Darkness,Dusk till Dawn,normal,DTD168,+200.0%,listing/low,,,,,,
Deathly Delight (Blue),Dusk till Dawn,normal,DTD145,+500.0%,listing/low,,,,,,
Deathly Delight (Red),Dusk till Dawn,normal,DTD143,+3150.0%,listing/low,,,,,,
Deathly Delight (Yellow),Dusk till Dawn,normal,DTD144,+300.0%,listing/low,,,,,,
Deathly Wail (Blue),Dusk till Dawn,normal,DTD148,+2650.0%,listing/low,,,,,,
Deathly Wail (Red),Dusk till Dawn,normal,DTD146,+4300.0%,listing/low,,,,,,
Deathly Wail (Yellow),Dusk till Dawn,normal,DTD147,+2400.0%,listing/low,,,,,,
Decimator Great Axe,Dusk till Dawn,normal,DTD205,+1943.5%,listing/low,,,,,,
Defender of Daybreak (Blue),Dusk till Dawn,normal,DTD096,+0.0%,listing/low,,,,,,
Defender of Daybreak (Red),Dusk till Dawn,normal,DTD094,+50.0%,listing/low,,,,,,
Defender of Daybreak (Yellow),Dusk till Dawn,normal,DTD095,-50.0%,listing/low,,,,,,
Diabolic Offering,Dusk till Dawn,normal,DTD107,+257.1%,listing/low,,,,,,
Dig Up Dinner,Dusk till Dawn,normal,DTD202,+123.5%,listing/low,,,,,,
Dimenxxional Vortex,Dusk till Dawn,normal,DTD171,+218.2%,listing/low,,,,,,
Eloquence,Dusk till Dawn,normal,DTD233,+350.0%,listing/low,,,,,,
Embodiment of Earth,Dusk till Dawn,normal,DTD194,+150.0%,listing/low,,,,,,
Embodiment of Lightning,Dusk till Dawn,normal,DTD195,+100.0%,listing/low,,,,,,
Envelop in Darkness (Blue),Dusk till Dawn,normal,DTD151,+400.0%,listing/low,,,,,,
Envelop in Darkness (Red),Dusk till Dawn,normal,DTD149,+3150.0%,listing/low,,,,,,
Envelop in Darkness (Yellow),Dusk till Dawn,normal,DTD150,+400.0%,listing/low,,,,,,
Expendable Limbs,Dusk till Dawn,normal,DTD110,+127.3%,listing/low,,,,,,
"Figment of Erudition // Suraya, Archangel of Erudition",Dusk till Dawn,normal,,+223.7%,listing/low,,,,,,
"Figment of Judgment // Themis, Archangel of Judgment",Dusk till Dawn,normal,,+386.3%,listing/low,,,,,,
"Figment of Protection // Aegis, Archangel of Protection",Dusk till Dawn,normal,,+186.4%,listing/low,,,,,,
"Figment of Ravages // Sekem, Archangel of Ravages",Dusk till Dawn,normal,,+75.4%,listing/low,,,,,,
"Figment of Rebirth // Avalon, Archangel of Rebirth",Dusk till Dawn,normal,,+3.7%,listing/low,,,,,,
"Figment of Tenacity // Metis, Archangel of Tenacity",Dusk till Dawn,normal,,+208.7%,listing/low,,,,,,
"Figment of Triumph // Victoria, Archangel of Triumph",Dusk till Dawn,normal,,+192.2%,listing/low,,,,,,
"Figment of War // Bellona, Archangel of War",Dusk till Dawn,normal,,+254.4%,listing/low,,,,,,
Flail of Agony,Dusk till Dawn,normal,DTD135,+1011.8%,listing/low,,,,,,
Flicker Trick,Dusk till Dawn,normal,DTD218,+173.9%,listing/low,,,,,,
Frontline Gauntlets,Dusk till Dawn,normal,DTD224,+233.3%,listing/low,,,,,,
Frontline Helm,Dusk till Dawn,normal,DTD222,+150.0%,listing/low,,,,,,
Frontline Legs,Dusk till Dawn,normal,DTD225,+350.0%,listing/low,,,,,,
Frontline Plating,Dusk till Dawn,normal,DTD223,+650.0%,listing/low,,,,,,
Funeral Moon,Dusk till Dawn,normal,DTD140,+203.5%,listing/low,,,,,,
Glaring Impact (Blue),Dusk till Dawn,normal,DTD065,-50.0%,listing/low,,,,,,
Glaring Impact (Red),Dusk till Dawn,normal,DTD063,+0.0%,listing/low,,,,,,
Glaring Impact (Yellow),Dusk till Dawn,normal,DTD064,+100.0%,listing/low,,,,,,
Grasp of Darkness,Dusk till Dawn,normal,DTD167,+400.0%,listing/low,,,,,,
Grim Feast (Blue),Dusk till Dawn,normal,DTD177,-50.0%,listing/low,,,,,,
Grim Feast (Red),Dusk till Dawn,normal,DTD175,+100.0%,listing/low,,,,,,
Grim Feast (Yellow),Dusk till Dawn,normal,DTD176,+150.0%,listing/low,,,,,,
Grimoire of the Haunt,Dusk till Dawn,normal,DTD136,+533.3%,listing/low,,,,,,
Hack to Reality,Dusk till Dawn,normal,DTD229,+104.3%,listing/low,,,,,,
Hell Hammer,Dusk till Dawn,normal,DTD105,+150.0%,listing/low,,,,,,
Herald of Judgment,Dusk till Dawn,normal,DTD013,+441.2%,listing/low,,,,,,
Herald of Protection (Blue),Dusk till Dawn,normal,DTD016,+333.3%,listing/low,,,,,,
Herald of Protection (Red),Dusk till Dawn,normal,DTD014,+50.0%,listing/low,,,,,,
Herald of Protection (Yellow),Dusk till Dawn,normal,DTD015,+126.1%,listing/low,,,,,,
Herald of Ravages (Blue),Dusk till Dawn,normal,DTD019,-13.0%,listing/low,,,,,,
Herald of Ravages (Red),Dusk till Dawn,normal,DTD017,+81.8%,listing/low,,,,,,
Herald of Ravages (Yellow),Dusk till Dawn,normal,DTD018,+363.6%,listing/low,,,,,,
Herald of Rebirth (Blue),Dusk till Dawn,normal,DTD022,+163.6%,listing/low,,,,,,
Herald of Rebirth (Red),Dusk till Dawn,normal,DTD020,-34.8%,listing/low,,,,,,
Herald of Rebirth (Yellow),Dusk till Dawn,normal,DTD021,+55.2%,listing/low,,,,,,
Herald of Tenacity (Blue),Dusk till Dawn,normal,DTD025,+5.9%,listing/low,,,,,,
Herald of Tenacity (Red),Dusk till Dawn,normal,DTD023,+5.9%,listing/low,,,,,,
Herald of Tenacity (Yellow),Dusk till Dawn,normal,DTD024,+127.3%,listing/low,,,,,,
Herald of Triumph (Blue),Dusk till Dawn,normal,DTD028,+373.9%,listing/low,,,,,,
Herald of Triumph (Red),Dusk till Dawn,normal,DTD026,+397.8%,listing/low,,,,,,
Herald of Triumph (Yellow),Dusk till Dawn,normal,DTD027,+161.4%,listing/low,,,,,,
Hold the Line,Dusk till Dawn,normal,DTD228,+66.1%,listing/low,,,,,,
Hungering Demigon (Blue),Dusk till Dawn,normal,DTD174,+0.0%,listing/low,,,,,,
Hungering Demigon (Red),Dusk till Dawn,normal,DTD172,+50.0%,listing/low,,,,,,
Hungering Demigon (Yellow),Dusk till Dawn,normal,DTD173,+50.0%,listing/low,,,,,,
Lay to Rest (Blue),Dusk till Dawn,normal,DTD084,+100.0%,listing/low,,,,,,
Lay to Rest (Red),Dusk till Dawn,normal,DTD082,-50.0%,listing/low,,,,,,
Lay to Rest (Yellow),Dusk till Dawn,normal,DTD083,+50.0%,listing/low,,,,,,
Levia,Dusk till Dawn,normal,DTD104,+100.0%,listing/low,,,,,,
"Levia, Redeemed // Blasmophet, Levia Consumed",Dusk till Dawn,normal,,+158.7%,listing/low,,,,,,
"Levia, Shadowborn Abomination",Dusk till Dawn,normal,DTD103,+350.0%,listing/low,,,,,,
Light the Way (Blue),Dusk till Dawn,normal,DTD068,+100.0%,listing/low,,,,,,
Light the Way (Red),Dusk till Dawn,normal,DTD066,+100.0%,listing/low,,,,,,
Light the Way (Yellow),Dusk till Dawn,normal,DTD067,+150.0%,listing/low,,,,,,
Lost in Thought,Dusk till Dawn,normal,DTD219,+1436.4%,listing/low,,,,,,
Lumina Lance,Dusk till Dawn,normal,DTD080,+1089.7%,listing/low,,,,,,
"Luminaris, Celestial Fury",Dusk till Dawn,normal,DTD003,+233.3%,listing/low,,,,,,
Mischievous Meeps,Dusk till Dawn,normal,DTD227,+285.3%,listing/low,,,,,,
Morlock Hill,Dusk till Dawn,normal,DTD209,+140.0%,listing/low,,,,,,
"Nasreth, the Soul Harrower",Dusk till Dawn,normal,DTD193,+400.0%,listing/low,,,,,,
Northern Winds,Dusk till Dawn,normal,DTD197,+1150.0%,listing/low,,,,,,
Numbskull,Dusk till Dawn,normal,DTD201,+8.7%,listing/low,,,,,,
Oblivion,Dusk till Dawn,normal,DTD142,+173.2%,listing/low,,,,,,
Poison the Well,Dusk till Dawn,normal,DTD231,+9.4%,listing/low,,,,,,
Prayer of Bellona,Dusk till Dawn,normal,DTD053,+639.1%,listing/low,,,,,,
"Prism, Advent of Thrones",Dusk till Dawn,normal,DTD002,+120.0%,listing/low,,,,,,
"Prism, Awakener of Sol",Dusk till Dawn,normal,DTD001,+813.8%,listing/low,,,,,,
Putrid Stirrings (Blue),Dusk till Dawn,normal,DTD163,+100.0%,listing/low,,,,,,
Putrid Stirrings (Red),Dusk till Dawn,normal,DTD161,+450.0%,listing/low,,,,,,
Putrid Stirrings (Yellow),Dusk till Dawn,normal,DTD162,+0.0%,listing/low,,,,,,
Quicken,Dusk till Dawn,normal,DTD234,+100.0%,listing/low,,,,,,
Radiant Flow,Dusk till Dawn,normal,DTD078,+200.0%,listing/low,,,,,,
Radiant Forcefield,Dusk till Dawn,normal,DTD081,+400.0%,listing/low,,,,,,
Radiant Raiment,Dusk till Dawn,normal,DTD076,+150.0%,listing/low,,,,,,
Radiant Touch,Dusk till Dawn,normal,DTD077,+150.0%,listing/low,,,,,,
Radiant View,Dusk till Dawn,normal,DTD075,+100.0%,listing/low,,,,,,
Ram Raider (Blue),Dusk till Dawn,normal,DTD114,+0.0%,listing/low,,,,,,
Ram Raider (Red),Dusk till Dawn,normal,DTD112,+150.0%,listing/low,,,,,,
Ram Raider (Yellow),Dusk till Dawn,normal,DTD113,-50.0%,listing/low,,,,,,
Reality Refractor,Dusk till Dawn,normal,DTD216,+8457.1%,listing/low,,,,,,
