# ratio: cardmarket / tcgplayer
# fx: 1 EUR = 1.143 USD (ECB 2026-07-10)
Name,Set,Finish,Code,NM,NM Basis,SP/LP,SP/LP Basis,MP,MP Basis,HP,HP Basis
Stacked in Your Favor (Red),Heavy Hitters,normal,HVY068,-71.4%,low/listing,,,,,,
Stacked in Your Favor (Yellow),Heavy Hitters,normal,HVY069,-80.0%,low/listing,,,,,,
Stadium Centerpiece,Heavy Hitters,normal,HVY203,-66.7%,low/listing,,,,,,
Stand Ground,Heavy Hitters,normal,HVY056,-66.7%,low/listing,,,,,,
Standing Order,Heavy Hitters,normal,HVY210,+14.0%,low/listing,,,,,,
Starting Stake,Heavy Hitters,normal,HVY238,-71.4%,low/listing,,,,,,
Stonewall Impasse,Heavy Hitters,normal,HVY052,-86.7%,low/listing,,,,,,
Take it on the Chin,Heavy Hitters,normal,HVY160,-86.4%,low/listing,,,,,,
Take the Upper Hand (Blue),Heavy Hitters,normal,HVY114,-85.7%,low/listing,,,,,,
Take the Upper Hand (Red),Heavy Hitters,normal,HVY112,-84.6%,low/listing,,,,,,
Take the Upper Hand (Yellow),Heavy Hitters,normal,HVY113,-80.0%,low/listing,,,,,,
Talk a Big Game,Heavy Hitters,normal,HVY136,-21.7%,low/listing,,,,,,
Tenacity,Heavy Hitters,normal,HVY211,+20.9%,low/listing,,,,,,
Test of Agility,Heavy Hitters,normal,HVY162,-83.3%,low/listing,,,,,,
Test of Might,Heavy Hitters,normal,HVY141,-86.7%,low/listing,,,,,,
Test of Strength,Heavy Hitters,normal,HVY239,-80.0%,low/listing,,,,,,
Test of Vigor,Heavy Hitters,normal,HVY182,-80.0%,low/listing,,,,,,
The Golden Son,Heavy Hitters,normal,HVY059,-47.7%,low/listing,,,,,,
Thunk (Blue),Heavy Hitters,normal,HVY079,-86.7%,low/listing,,,,,,
Thunk (Red),Heavy Hitters,normal,HVY077,-75.0%,low/listing,,,,,,
Thunk (Yellow),Heavy Hitters,normal,HVY078,-66.7%,low/listing,,,,,,
Ticket Puncher,Heavy Hitters,normal,HVY204,-60.0%,low/listing,,,,,,
Trade In (Blue),Heavy Hitters,normal,HVY233,-75.0%,low/listing,,,,,,
Trade In (Red),Heavy Hitters,normal,HVY231,-71.4%,low/listing,,,,,,
Trade In (Yellow),Heavy Hitters,normal,HVY232,-60.0%,low/listing,,,,,,
Trounce,Heavy Hitters,normal,HVY061,+22.9%,low/listing,,,,,,
Up the Ante,Heavy Hitters,normal,HVY103,,,,,,,,
"Victor Goldmane, High and Mighty",Heavy Hitters,normal,HVY047,-85.7%,low/listing,,,,,,
Vigor Girth,Heavy Hitters,normal,HVY175,-66.7%,low/listing,,,,,,
Vigorous Engagement (Blue),Heavy Hitters,normal,HVY120,-33.3%,low/listing,,,,,,
Vigorous Engagement (Red),Heavy Hitters,normal,HVY118,-60.0%,low/listing,,,,,,
Vigorous Engagement (Yellow),Heavy Hitters,normal,HVY119,-60.0%,low/listing,,,,,,
Vigorous Windup (Blue),Heavy Hitters,normal,HVY188,-75.0%,low/listing,,,,,,
Vigorous Windup (Red),Heavy Hitters,normal,HVY186,-75.0%,low/listing,,,,,,
Vigorous Windup (Yellow),Heavy Hitters,normal,HVY187,-75.0%,low/listing,,,,,,
Wage Agility (Blue),Heavy Hitters,normal,HVY171,-66.7%,low/listing,,,,,,
Wage Agility (Red),Heavy Hitters,normal,HVY169,-71.4%,low/listing,,,,,,
Wage Agility (Yellow),Heavy Hitters,normal,HVY170,-33.3%,low/listing,,,,,,
Wage Gold (Blue),Heavy Hitters,normal,HVY218,-77.8%,low/listing,,,,,,
Wage Gold (Red),Heavy Hitters,normal,HVY216,-86.7%,low/listing,,,,,,
Wage Gold (Yellow),Heavy Hitters,normal,HVY217,-85.7%,low/listing,,,,,,
Wage Might (Blue),Heavy Hitters,normal,HVY151,-75.0%,low/listing,,,,,,
Wage Might (Red),Heavy Hitters,normal,HVY149,-71.4%,low/listing,,,,,,
Wage Might (Yellow),Heavy Hitters,normal,HVY150,-75.0%,low/listing,,,,,,
Wage Vigor (Blue),Heavy Hitters,normal,HVY191,-75.0%,low/listing,,,,,,
Wage Vigor (Red),Heavy Hitters,normal,HVY189,-71.4%,low/listing,,,,,,
Wage Vigor (Yellow),Heavy Hitters,normal,HVY190,-66.7%,low/listing,,,,,,
Wall of Meat and Muscle,Heavy Hitters,normal,HVY142,-85.7%,low/listing,,,,,,
Wallop (Blue),Heavy Hitters,normal,HVY082,-80.0%,low/listing,,,,,,
Wallop (Red),Heavy Hitters,normal,HVY080,-80.0%,low/listing,,,,,,
Wallop (Yellow),Heavy Hitters,normal,HVY081,-75.0%,low/listing,,,,,,
Wild Ride (Blue),Heavy Hitters,normal,HVY040,+100.0%,low/listing,,,,,,
Wild Ride (Red),Heavy Hitters,normal,HVY038,-75.0%,low/listing,,,,,,
Wild Ride (Yellow),Heavy Hitters,normal,HVY039,-75.0%,low/listing,,,,,,
Already Dead,Bright Lights,normal,EVO236,-14.4%,low/listing,,,,,,
Annihilator Engine,Bright Lights,normal,EVO054,+6.2%,low/listing,,,,,,
Autosave Script,Bright Lights,normal,EVO098,-66.7%,low/listing,,,,,,
Backup Protocol: BLU,Bright Lights,normal,EVO083,+0.0%,low/listing,,,,,,
Backup Protocol: RED,Bright Lights,normal,EVO081,-50.0%,low/listing,,,,,,
Backup Protocol: YEL,Bright Lights,normal,EVO082,-80.0%,low/listing,,,,,,
Big Bertha (Blue),Bright Lights,normal,EVO179,-81.8%,low/listing,,,,,,
Big Bertha (Red),Bright Lights,normal,EVO177,-33.3%,low/listing,,,,,,
Big Bertha (Yellow),Bright Lights,normal,EVO178,-50.0%,low/listing,,,,,,
Big Shot,Bright Lights,normal,EVO153,-86.7%,low/listing,,,,,,
Boom Grenade (Blue),Bright Lights,normal,EVO086,-77.8%,low/listing,,,,,,
Boom Grenade (Red),Bright Lights,normal,EVO084,-86.7%,low/listing,,,,,,
Boom Grenade (Yellow),Bright Lights,normal,EVO085,-50.0%,low/listing,,,,,,
Bull Bar (Blue),Bright Lights,normal,EVO149,+0.0%,low/listing,,,,,,
Bull Bar (Red),Bright Lights,normal,EVO147,-50.0%,low/listing,,,,,,
Bull Bar (Yellow),Bright Lights,normal,EVO148,-50.0%,low/listing,,,,,,
Burn Rubber,Bright Lights,normal,EVO154,-50.0%,low/listing,,,,,,
Cognition Field (Blue),Bright Lights,normal,EVO119,-60.0%,low/listing,,,,,,
Cognition Field (Red),Bright Lights,normal,EVO117,-33.3%,low/listing,,,,,,
Cognition Field (Yellow),Bright Lights,normal,EVO118,-50.0%,low/listing,,,,,,
Cogwerx Base Arms,Bright Lights,normal,EVO016,+0.0%,low/listing,,,,,,
Cogwerx Base Chest,Bright Lights,normal,EVO015,-60.0%,low/listing,,,,,,
Cogwerx Base Head,Bright Lights,normal,EVO014,-50.0%,low/listing,,,,,,
Cogwerx Base Legs,Bright Lights,normal,EVO017,-60.0%,low/listing,,,,,,
Contest the Mindfield,Bright Lights,normal,EVO243,-6.5%,low/listing,,,,,,
Crankshaft (Blue),Bright Lights,normal,EVO176,-80.0%,low/listing,,,,,,
Crankshaft (Red),Bright Lights,normal,EVO174,-33.3%,low/listing,,,,,,
Crankshaft (Yellow),Bright Lights,normal,EVO175,+100.0%,low/listing,,,,,,
Dash I/O,Bright Lights,normal,EVO001,-8.0%,low/listing,,,,,,
Data Link (Blue),Bright Lights,normal,EVO188,-33.3%,low/listing,,,,,,
Data Link (Red),Bright Lights,normal,EVO186,-50.0%,low/listing,,,,,,
Data Link (Yellow),Bright Lights,normal,EVO187,-33.3%,low/listing,,,,,,
Demolition Protocol,Bright Lights,normal,EVO057,-30.0%,low/listing,,,,,,
Dissolving Shield (Blue),Bright Lights,normal,EVO089,-33.3%,low/listing,,,,,,
Dissolving Shield (Red),Bright Lights,normal,EVO087,-50.0%,low/listing,,,,,,
Dissolving Shield (Yellow),Bright Lights,normal,EVO088,-33.3%,low/listing,,,,,,
Dive Through Data (Blue),Bright Lights,normal,EVO191,-33.3%,low/listing,,,,,,
Dive Through Data (Red),Bright Lights,normal,EVO189,-50.0%,low/listing,,,,,,
Dive Through Data (Yellow),Bright Lights,normal,EVO190,+0.0%,low/listing,,,,,,
Dumpster Dive (Blue),Bright Lights,normal,EVO197,+0.0%,low/listing,,,,,,
Dumpster Dive (Red),Bright Lights,normal,EVO195,-50.0%,low/listing,,,,,,
Dumpster Dive (Yellow),Bright Lights,normal,EVO196,-33.3%,low/listing,,,,,,
Dust from the Chrome Caverns,Bright Lights,normal,EVO246,+55.0%,low/listing,,,,,,
Emboldened Blade,Bright Lights,normal,EVO240,-50.4%,low/listing,,,,,,
Evo Atom Breaker,Bright Lights,normal,EVO031,-16.1%,low/listing,,,,,,
Evo Battery Pack,Bright Lights,normal,EVO047,+0.0%,low/listing,,,,,,
Evo Buzz Hive,Bright Lights,normal,EVO051,-33.3%,low/listing,,,,,,
Evo Charging Rods,Bright Lights,normal,EVO049,-33.3%,low/listing,,,,,,
Evo Circuit Breaker,Bright Lights,normal,EVO030,+20.8%,low/listing,,,,,,
Evo Cogspitter,Bright Lights,normal,EVO048,-33.3%,low/listing,,,,,,
Evo Command Center,Bright Lights,normal,EVO034,-81.8%,low/listing,,,,,,
Evo Data Mine,Bright Lights,normal,EVO046,+0.0%,low/listing,,,,,,
Evo Engine Room,Bright Lights,normal,EVO035,-80.0%,low/listing,,,,,,
Evo Face Breaker,Bright Lights,normal,EVO032,+5.7%,low/listing,,,,,,
Evo Mach Breaker,Bright Lights,normal,EVO033,-26.7%,low/listing,,,,,,
Evo Sentry Base Arms,Bright Lights,normal,EVO044,-75.0%,low/listing,,,,,,
Evo Sentry Base Chest,Bright Lights,normal,EVO043,-60.0%,low/listing,,,,,,
Evo Sentry Base Head,Bright Lights,normal,EVO042,-75.0%,low/listing,,,,,,
Evo Sentry Base Legs,Bright Lights,normal,EVO045,-60.0%,low/listing,,,,,,
Evo Smoothbore,Bright Lights,normal,EVO036,-77.8%,low/listing,,,,,,
Evo Steel Soul Controller,Bright Lights,normal,EVO028,+34.1%,low/listing,,,,,,
Evo Steel Soul Memory,Bright Lights,normal,EVO026,-8.1%,low/listing,,,,,,
Evo Steel Soul Processor,Bright Lights,normal,EVO027,-54.1%,low/listing,,,,,,
Evo Steel Soul Tower,Bright Lights,normal,EVO029,-58.3%,low/listing,,,,,,
Evo Thruster,Bright Lights,normal,EVO037,,,,,,,,
Evo Whizz Bang,Bright Lights,normal,EVO052,-33.3%,low/listing,,,,,,
Evo Zip Line,Bright Lights,normal,EVO053,-33.3%,low/listing,,,,,,
Evo Zoom Call,Bright Lights,normal,EVO050,-33.3%,low/listing,,,,,,
Expedite (Blue),Bright Lights,normal,EVO200,-50.0%,low/listing,,,,,,
Expedite (Red),Bright Lights,normal,EVO198,-80.0%,low/listing,,,,,,
Expedite (Yellow),Bright Lights,normal,EVO199,-33.3%,low/listing,,,,,,
Fabricate,Bright Lights,normal,EVO146,-83.3%,low/listing,,,,,,
Fender Bender (Blue),Bright Lights,normal,EVO212,-50.0%,low/listing,,,,,,
Fender Bender (Red),Bright Lights,normal,EVO210,-66.7%,low/listing,,,,,,
Fender Bender (Yellow),Bright Lights,normal,EVO211,-50.0%,low/listing,,,,,,
Firewall (Blue),Bright Lights,normal,EVO161,-33.3%,low/listing,,,,,,
Firewall (Red),Bright Lights,normal,EVO159,-86.7%,low/listing,,,,,,
Firewall (Yellow),Bright Lights,normal,EVO160,-50.0%,low/listing,,,,,,
Fuel Injector,Bright Lights,normal,EVO075,-86.7%,low/listing,,,,,,
Full Tilt (Blue),Bright Lights,normal,EVO170,+0.0%,low/listing,,,,,,
Full Tilt (Red),Bright Lights,normal,EVO168,-50.0%,low/listing,,,,,,
Full Tilt (Yellow),Bright Lights,normal,EVO169,+0.0%,low/listing,,,,,,
Fyendal's Spring Tunic,Bright Lights,normal,EVO249,+21.9%,low/listing,,,,,,
Gas Guzzler (Blue),Bright Lights,normal,EVO173,-33.3%,low/listing,,,,,,
Gas Guzzler (Red),Bright Lights,normal,EVO171,-33.3%,low/listing,,,,,,
Gas Guzzler (Yellow),Bright Lights,normal,EVO172,+100.0%,low/listing,,,,,,
Gas Up (Blue),Bright Lights,normal,EVO224,-33.3%,low/listing,,,,,,
Gas Up (Red),Bright Lights,normal,EVO222,-80.0%,low/listing,,,,,,
Gas Up (Yellow),Bright Lights,normal,EVO223,-50.0%,low/listing,,,,,,
Gigawatt (Blue),Bright Lights,normal,EVO158,-80.0%,low/listing,,,,,,
Gigawatt (Red),Bright Lights,normal,EVO156,-60.0%,low/listing,,,,,,
Gigawatt (Yellow),Bright Lights,normal,EVO157,+0.0%,low/listing,,,,,,
Grinding Gears,Bright Lights,normal,EVO070,+17.4%,low/listing,,,,,,
Hadron Collider (Blue),Bright Lights,normal,EVO092,-33.3%,low/listing,,,,,,
Hadron Collider (Red),Bright Lights,normal,EVO090,-33.3%,low/listing,,,,,,
Hadron Collider (Yellow),Bright Lights,normal,EVO091,-33.3%,low/listing,,,,,,
Heavy Artillery (Blue),Bright Lights,normal,EVO063,-60.0%,low/listing,,,,,,
Heavy Artillery (Red),Bright Lights,normal,EVO061,-60.0%,low/listing,,,,,,
Heavy Artillery (Yellow),Bright Lights,normal,EVO062,-33.3%,low/listing,,,,,,
Heist,Bright Lights,normal,EVO138,-13.7%,low/listing,,,,,,
Hydraulic Press (Blue),Bright Lights,normal,EVO104,-50.0%,low/listing,,,,,,
Hydraulic Press (Red),Bright Lights,normal,EVO102,-60.0%,low/listing,,,,,,
Hydraulic Press (Yellow),Bright Lights,normal,EVO103,-60.0%,low/listing,,,,,,
Hyper Driver (Red),Bright Lights,normal,EVO099,+100.0%,low/listing,,,,,,
Hyper Scrapper,Bright Lights,normal,EVO100,-34.1%,low/listing,,,,,,
Infuse Alloy (Blue),Bright Lights,normal,EVO122,+100.0%,low/listing,,,,,,
Infuse Alloy (Red),Bright Lights,normal,EVO120,+100.0%,low/listing,,,,,,
Infuse Alloy (Yellow),Bright Lights,normal,EVO121,+0.0%,low/listing,,,,,,
Infuse Titanium (Blue),Bright Lights,normal,EVO125,+0.0%,low/listing,,,,,,
Infuse Titanium (Red),Bright Lights,normal,EVO123,-50.0%,low/listing,,,,,,
Infuse Titanium (Yellow),Bright Lights,normal,EVO124,+0.0%,low/listing,,,,,,
Intoxicating Shot,Bright Lights,normal,EVO241,+55.6%,low/listing,,,,,,
Jump Start (Blue),Bright Lights,normal,EVO182,+0.0%,low/listing,,,,,,
Jump Start (Red),Bright Lights,normal,EVO180,-50.0%,low/listing,,,,,,
Jump Start (Yellow),Bright Lights,normal,EVO181,-33.3%,low/listing,,,,,,
Junkyard Dogg (Blue),Bright Lights,normal,EVO128,-60.0%,low/listing,,,,,,
Junkyard Dogg (Red),Bright Lights,normal,EVO126,-33.3%,low/listing,,,,,,
Junkyard Dogg (Yellow),Bright Lights,normal,EVO127,+0.0%,low/listing,,,,,,
Lay Waste (Blue),Bright Lights,normal,EVO209,+0.0%,low/listing,,,,,,
Lay Waste (Red),Bright Lights,normal,EVO207,+0.0%,low/listing,,,,,,
Lay Waste (Yellow),Bright Lights,normal,EVO208,-66.7%,low/listing,,,,,,
Liquid-Cooled Mayhem (Blue),Bright Lights,normal,EVO066,-80.0%,low/listing,,,,,,
Liquid-Cooled Mayhem (Red),Bright Lights,normal,EVO064,-80.0%,low/listing,,,,,,
Liquid-Cooled Mayhem (Yellow),Bright Lights,normal,EVO065,-50.0%,low/listing,,,,,,
Maximum Velocity,Bright Lights,normal,EVO139,-45.0%,low/listing,,,,,,
Maxx 'The Hype' Nitro,Bright Lights,normal,EVO004,-71.8%,low/listing,,,,,,
Mechanical Strength (Blue),Bright Lights,normal,EVO069,-80.0%,low/listing,,,,,,
Mechanical Strength (Red),Bright Lights,normal,EVO067,-60.0%,low/listing,,,,,,
Mechanical Strength (Yellow),Bright Lights,normal,EVO068,-60.0%,low/listing,,,,,,
Meganetic Lockwave,Bright Lights,normal,EVO143,,,,,,,,
Meganetic Protocol,Bright Lights,normal,EVO059,+152.0%,low/listing,,,,,,
MetEx (Blue),Bright Lights,normal,EVO203,-50.0%,low/listing,,,,,,
MetEx (Red),Bright Lights,normal,EVO201,-50.0%,low/listing,,,,,,
MetEx (Yellow),Bright Lights,normal,EVO202,+100.0%,low/listing,,,,,,
MHz Script,Bright Lights,normal,EVO097,-80.0%,low/listing,,,,,,
Mini Forcefield (Blue),Bright Lights,normal,EVO095,+0.0%,low/listing,,,,,,
Mini Forcefield (Red),Bright Lights,normal,EVO093,+0.0%,low/listing,,,,,,
Mini Forcefield (Yellow),Bright Lights,normal,EVO094,+0.0%,low/listing,,,,,,
Moonshot,Bright Lights,normal,EVO140,+63.3%,low/listing,,,,,,
Out Pace (Blue),Bright Lights,normal,EVO206,-80.0%,low/listing,,,,,,
Out Pace (Red),Bright Lights,normal,EVO204,-75.0%,low/listing,,,,,,
Out Pace (Yellow),Bright Lights,normal,EVO205,-50.0%,low/listing,,,,,,
Over Loop (Blue),Bright Lights,normal,EVO221,+0.0%,low/listing,,,,,,
Over Loop (Red),Bright Lights,normal,EVO219,+0.0%,low/listing,,,,,,
Over Loop (Yellow),Bright Lights,normal,EVO220,-33.3%,low/listing,,,,,,
Overload Script,Bright Lights,normal,EVO096,+0.0%,low/listing,,,,,,
Panel Beater (Blue),Bright Lights,normal,EVO215,+100.0%,low/listing,,,,,,
Panel Beater (Red),Bright Lights,normal,EVO213,+100.0%,low/listing,,,,,,
Panel Beater (Yellow),Bright Lights,normal,EVO214,+100.0%,low/listing,,,,,,
Penetration Script,Bright Lights,normal,EVO079,-86.7%,low/listing,,,,,,
Phantom Tidemaw,Bright Lights,normal,EVO244,-5.9%,low/listing,,,,,,
Polarity Reversal Script,Bright Lights,normal,EVO078,-86.7%,low/listing,,,,,,
Prismatic Lens,Bright Lights,normal,EVO071,-74.4%,low/listing,,,,,,
Proto Base Arms,Bright Lights,normal,EVO024,+100.0%,low/listing,,,,,,
Proto Base Chest,Bright Lights,normal,EVO023,+100.0%,low/listing,,,,,,
Proto Base Head,Bright Lights,normal,EVO022,-50.0%,low/listing,,,,,,
Proto Base Legs,Bright Lights,normal,EVO025,-50.0%,low/listing,,,,,,
Pulsewave Protocol,Bright Lights,normal,EVO058,-57.5%,low/listing,,,,,,
Quantum Processor,Bright Lights,normal,EVO072,-5.7%,low/listing,,,,,,
Quickfire (Blue),Bright Lights,normal,EVO227,-50.0%,low/listing,,,,,,
Quickfire (Red),Bright Lights,normal,EVO225,-50.0%,low/listing,,,,,,
Quickfire (Yellow),Bright Lights,normal,EVO226,-33.3%,low/listing,,,,,,
Ratchet Up (Blue),Bright Lights,normal,EVO107,-50.0%,low/listing,,,,,,
Ratchet Up (Red),Bright Lights,normal,EVO105,-60.0%,low/listing,,,,,,
Ratchet Up (Yellow),Bright Lights,normal,EVO106,-60.0%,low/listing,,,,,,
Razzle Dazzle (Blue),Bright Lights,normal,EVO167,+100.0%,low/listing,,,,,,
Razzle Dazzle (Red),Bright Lights,normal,EVO165,+100.0%,low/listing,,,,,,
Razzle Dazzle (Yellow),Bright Lights,normal,EVO166,-66.7%,low/listing,,,,,,
Re-Charge! (Blue),Bright Lights,normal,EVO230,-50.0%,low/listing,,,,,,
Re-Charge! (Red),Bright Lights,normal,EVO228,-86.7%,low/listing,,,,,,
Re-Charge! (Yellow),Bright Lights,normal,EVO229,-50.0%,low/listing,,,,,,
Rev Up (Blue),Bright Lights,normal,EVO185,-33.3%,low/listing,,,,,,
Rev Up (Red),Bright Lights,normal,EVO183,-75.0%,low/listing,,,,,,
Rev Up (Yellow),Bright Lights,normal,EVO184,-33.3%,low/listing,,,,,,
Scrap Compactor (Blue),Bright Lights,normal,EVO131,-60.0%,low/listing,,,,,,
Scrap Compactor (Red),Bright Lights,normal,EVO129,-50.0%,low/listing,,,,,,
Scrap Compactor (Yellow),Bright Lights,normal,EVO130,-50.0%,low/listing,,,,,,
Scrap Harvester (Blue),Bright Lights,normal,EVO134,+0.0%,low/listing,,,,,,
Scrap Harvester (Red),Bright Lights,normal,EVO132,+0.0%,low/listing,,,,,,
Scrap Harvester (Yellow),Bright Lights,normal,EVO133,+0.0%,low/listing,,,,,,
Scrap Hopper (Blue),Bright Lights,normal,EVO110,-77.8%,low/listing,,,,,,
Scrap Hopper (Red),Bright Lights,normal,EVO108,-83.3%,low/listing,,,,,,
Scrap Hopper (Yellow),Bright Lights,normal,EVO109,-80.0%,low/listing,,,,,,
Scrap Prospector (Blue),Bright Lights,normal,EVO137,+0.0%,low/listing,,,,,,
Scrap Prospector (Red),Bright Lights,normal,EVO135,+0.0%,low/listing,,,,,,
Scrap Prospector (Yellow),Bright Lights,normal,EVO136,+0.0%,low/listing,,,,,,
Scrap Trader,Bright Lights,normal,EVO101,+1.1%,low/listing,,,,,,
Security Script,Bright Lights,normal,EVO080,-60.0%,low/listing,,,,,,
"Singularity // Teklovossen, the Mechropotent",Bright Lights,normal,,-33.9%,low/listing,,,,,,
Slay,Bright Lights,normal,EVO248,-56.0%,low/listing,,,,,,
Smash and Grab,Bright Lights,normal,EVO155,-80.0%,low/listing,,,,,,
Smashing Performance,Bright Lights,normal,EVO237,+142.5%,low/listing,,,,,,
Sonata Fantasmia,Bright Lights,normal,EVO242,-81.3%,low/listing,,,,,,
Soup Up (Blue),Bright Lights,normal,EVO113,-87.5%,low/listing,,,,,,
Soup Up (Red),Bright Lights,normal,EVO111,-99.2%,low/listing,,,,,,
Soup Up (Yellow),Bright Lights,normal,EVO112,-86.7%,low/listing,,,,,,
Spring a Leak (Blue),Bright Lights,normal,EVO152,-50.0%,low/listing,,,,,,
Spring a Leak (Red),Bright Lights,normal,EVO150,-50.0%,low/listing,,,,,,
Spring a Leak (Yellow),Bright Lights,normal,EVO151,-60.0%,low/listing,,,,,,
Sprocket Rocket (Blue),Bright Lights,normal,EVO194,-50.0%,low/listing,,,,,,
Sprocket Rocket (Red),Bright Lights,normal,EVO192,-80.0%,low/listing,,,,,,
Sprocket Rocket (Yellow),Bright Lights,normal,EVO193,-50.0%,low/listing,,,,,,
Stasis Cell,Bright Lights,normal,EVO073,-64.0%,low/listing,,,,,,
Steam Canister,Bright Lights,normal,EVO077,-50.0%,low/listing,,,,,,
Steel Street Enforcement,Bright Lights,normal,EVO060,-68.5%,low/listing,,,,,,
Steel Street Hoons,Bright Lights,normal,EVO141,+56.9%,low/listing,,,,,,
System Failure,Bright Lights,normal,EVO144,-16.7%,low/listing,,,,,,
System Reset,Bright Lights,normal,EVO145,+131.1%,low/listing,,,,,,
Tectonic Rift,Bright Lights,normal,EVO238,+207.7%,low/listing,,,,,,
Teklo Base Arms,Bright Lights,normal,EVO020,+0.0%,low/listing,,,,,,
Teklo Base Chest,Bright Lights,normal,EVO019,+0.0%,low/listing,,,,,,
Teklo Base Head,Bright Lights,normal,EVO018,-33.3%,low/listing,,,,,,
Teklo Base Legs,Bright Lights,normal,EVO021,+0.0%,low/listing,,,,,,
Teklo Foundry Heart,Bright Lights,normal,EVO012,+10.9%,low/listing,,,,,,
Teklonetic Force Field (Blue),Bright Lights,normal,EVO233,+100.0%,low/listing,,,,,,
Teklonetic Force Field (Red),Bright Lights,normal,EVO231,-33.3%,low/listing,,,,,,
Teklonetic Force Field (Yellow),Bright Lights,normal,EVO232,-33.3%,low/listing,,,,,,
"Teklovossen, Esteemed Magnate",Bright Lights,normal,EVO007,-61.0%,low/listing,,,,,,
Terminator Tank,Bright Lights,normal,EVO055,-79.2%,low/listing,,,,,,
Tick Tock Clock,Bright Lights,normal,EVO074,+14.0%,low/listing,,,,,,
Tome of Imperial Flame,Bright Lights,normal,EVO245,-22.0%,low/listing,,,,,,
Torque Tuned (Blue),Bright Lights,normal,EVO116,-33.3%,low/listing,,,,,,
Torque Tuned (Red),Bright Lights,normal,EVO114,-33.3%,low/listing,,,,,,
Torque Tuned (Yellow),Bright Lights,normal,EVO115,-33.3%,low/listing,,,,,,
Twin Drive,Bright Lights,normal,EVO142,+21.2%,low/listing,,,,,,
Under Loop (Blue),Bright Lights,normal,EVO218,-33.3%,low/listing,,,,,,
Under Loop (Red),Bright Lights,normal,EVO216,+0.0%,low/listing,,,,,,
Under Loop (Yellow),Bright Lights,normal,EVO217,-33.3%,low/listing,,,,,,
War Machine,Bright Lights,normal,EVO056,-55.6%,low/listing,,,,,,
Wax Off,Bright Lights,normal,EVO239,-4.3%,low/listing,,,,,,
Zero to Fifty (Blue),Bright Lights,normal,EVO164,-33.3%,low/listing,,,,,,
Zero to Fifty (Red),Bright Lights,normal,EVO162,+100.0%,low/listing,,,,,,
Zero to Fifty (Yellow),Bright Lights,normal,EVO163,+100.0%,low/listing,,,,,,
Apocalypse Automaton,Round the Table: TCCxLSS,normal,,+10.0%,low/listing,,,,,,
Bastion of Duty,Round the Table: TCCxLSS,normal,,+80.0%,low/listing,,,,,,
Bittering Thorns (Red),Round the Table: TCCxLSS,normal,,+52.7%,low/listing,,,,,,
Bittering Thorns (Yellow),Round the Table: TCCxLSS,normal,,+260.9%,low/listing,,,,,,
Blessing of Qi (Blue),Round the Table: TCCxLSS,normal,,-86.7%,low/listing,,,,,,
Blessing of Qi (Red),Round the Table: TCCxLSS,normal,,-57.1%,low/listing,,,,,,
Blood Scent,Round the Table: TCCxLSS,normal,,+53.0%,low/listing,,,,,,
Boulder Drop (Blue),Round the Table: TCCxLSS,normal,,+67.4%,low/listing,,,,,,
Boulder Drop (Yellow),Round the Table: TCCxLSS,normal,,+23.5%,low/listing,,,,,,
Chivalry,Round the Table: TCCxLSS,normal,,-88.9%,low/listing,,,,,,
Chokeslam (Blue),Round the Table: TCCxLSS,normal,,-86.7%,low/listing,,,,,,
Chokeslam (Yellow),Round the Table: TCCxLSS,normal,,-77.8%,low/listing,,,,,,
Civic Duty,Round the Table: TCCxLSS,normal,,+11.8%,low/listing,,,,,,
Civic Guide,Round the Table: TCCxLSS,normal,,+60.0%,low/listing,,,,,,
Civic Peak,Round the Table: TCCxLSS,normal,,+150.3%,low/listing,,,,,,
Civic Steps,Round the Table: TCCxLSS,normal,,+52.8%,low/listing,,,,,,
Coax a Commotion,Round the Table: TCCxLSS,normal,,+16.0%,low/listing,,,,,,
