# currency: USD
Name,Set,Finish,Code,NM,NM Source,SP/LP,SP/LP Source,MP,MP Source,HP,HP Source
Test of Strength,Heavy Hitters,normal,HVY239,0.1,listing,0.15,listing,,,,
Test of Strength,Heavy Hitters,foil,HVY239,0.41,listing,0.29,listing,,,,
Test of Vigor,Heavy Hitters,normal,HVY182,0.1,listing,0.5,listing,,,2.61,listing
Test of Vigor,Heavy Hitters,foil,HVY182,0.23,listing,0.2,listing,,,,
The Golden Son,Heavy Hitters,normal,HVY059,0.44,listing,0.99,listing,1.36,listing,0.5,listing
The Golden Son,Heavy Hitters,foil,HVY059,2.48,listing,1.07,listing,4.96,listing,,
Thunk (Blue),Heavy Hitters,normal,HVY079,0.15,listing,0.15,listing,,,,
Thunk (Blue),Heavy Hitters,foil,HVY079,0.35,listing,0.1,listing,,,,
Thunk (Red),Heavy Hitters,normal,HVY077,0.08,listing,0.08,listing,,,,
Thunk (Red),Heavy Hitters,foil,HVY077,0.1,listing,0.1,listing,0.15,listing,,
Thunk (Yellow),Heavy Hitters,normal,HVY078,0.06,listing,0.1,listing,,,,
Thunk (Yellow),Heavy Hitters,foil,HVY078,0.2,listing,0.1,listing,,,,
Ticket Puncher,Heavy Hitters,normal,HVY204,0.05,listing,0.12,listing,,,,
Ticket Puncher,Heavy Hitters,foil,HVY204,0.34,listing,0.62,listing,,,,
Trade In (Blue),Heavy Hitters,normal,HVY233,0.08,listing,0.12,listing,,,,
Trade In (Red),Heavy Hitters,normal,HVY231,0.07,listing,0.12,listing,,,,
Trade In (Yellow),Heavy Hitters,normal,HVY232,0.05,listing,0.12,listing,,,,
Trounce,Heavy Hitters,normal,HVY061,0.7,listing,1.49,listing,,,,
Trounce,Heavy Hitters,foil,HVY061,3.4,listing,3.69,listing,,,,
Up the Ante,Heavy Hitters,normal,HVY103,,,4,listing,,,,
Up the Ante,Heavy Hitters,foil,HVY103,13.45,listing,19.95,listing,,,,
Victor Goldmane (Marvel),Heavy Hitters,foil,,17.96,listing,37.71,listing,,,,
Victor Goldmane // Betsy,Heavy Hitters,normal,,0.06,listing,0.12,listing,103.38,listing,,
"Victor Goldmane, High and Mighty",Heavy Hitters,normal,HVY047,0.42,listing,1,listing,0.64,listing,,
"Victor Goldmane, High and Mighty (Marvel)",Heavy Hitters,foil,,37.96,listing,,,,,,
Vigor Girth,Heavy Hitters,normal,HVY175,0.06,listing,0.11,listing,,,,
Vigor Girth,Heavy Hitters,foil,HVY175,0.25,listing,3,listing,,,,
Vigorous Engagement (Blue),Heavy Hitters,normal,HVY120,0.03,listing,0.09,listing,,,,
Vigorous Engagement (Blue),Heavy Hitters,foil,HVY120,0.1,listing,0.09,listing,0.35,listing,,
Vigorous Engagement (Red),Heavy Hitters,normal,HVY118,0.05,listing,0.09,listing,,,,
Vigorous Engagement (Red),Heavy Hitters,foil,HVY118,0.15,listing,0.09,listing,,,,
Vigorous Engagement (Yellow),Heavy Hitters,normal,HVY119,0.05,listing,0.08,listing,,,,
Vigorous Engagement (Yellow),Heavy Hitters,foil,HVY119,0.15,listing,0.25,listing,,,,
Vigorous Windup (Blue),Heavy Hitters,normal,HVY188,0.08,listing,0.09,listing,,,,
Vigorous Windup (Blue),Heavy Hitters,foil,HVY188,0.13,listing,0.09,listing,0.16,listing,,
Vigorous Windup (Red),Heavy Hitters,normal,HVY186,0.08,listing,0.12,listing,0.06,listing,,
Vigorous Windup (Red),Heavy Hitters,foil,HVY186,0.15,listing,0.09,listing,0.35,listing,,
Vigorous Windup (Yellow),Heavy Hitters,normal,HVY187,0.08,listing,0.09,listing,,,0.05,listing
Vigorous Windup (Yellow),Heavy Hitters,foil,HVY187,0.15,listing,0.25,listing,0.35,listing,,
Wage Agility (Blue),Heavy Hitters,normal,HVY171,0.06,listing,0.09,listing,,,,
Wage Agility (Blue),Heavy Hitters,foil,HVY171,0.17,listing,0.1,listing,,,,
Wage Agility (Red),Heavy Hitters,normal,HVY169,0.07,listing,0.11,listing,,,,
Wage Agility (Red),Heavy Hitters,foil,HVY169,0.21,listing,0.1,listing,2.61,listing,,
Wage Agility (Yellow),Heavy Hitters,normal,HVY170,0.03,listing,0.09,listing,,,,
Wage Agility (Yellow),Heavy Hitters,foil,HVY170,0.17,listing,0.75,listing,2.61,listing,,
Wage Gold (Blue),Heavy Hitters,normal,HVY218,0.09,listing,0.25,listing,0.75,listing,,
Wage Gold (Blue),Heavy Hitters,foil,HVY218,0.2,listing,0.25,listing,,,,
Wage Gold (Red),Heavy Hitters,normal,HVY216,0.15,listing,0.25,listing,,,0.15,listing
Wage Gold (Red),Heavy Hitters,foil,HVY216,0.37,listing,,,,,,
Wage Gold (Yellow),Heavy Hitters,normal,HVY217,0.14,listing,0.2,listing,0.75,listing,,
Wage Gold (Yellow),Heavy Hitters,foil,HVY217,0.18,listing,0.2,listing,2.03,listing,,
Wage Might (Blue),Heavy Hitters,normal,HVY151,0.08,listing,0.08,listing,,,,
Wage Might (Blue),Heavy Hitters,foil,HVY151,0.05,listing,0.09,listing,0.11,listing,,
Wage Might (Red),Heavy Hitters,normal,HVY149,0.07,listing,0.11,listing,,,,
Wage Might (Red),Heavy Hitters,foil,HVY149,0.19,listing,0.1,listing,0.13,listing,,
Wage Might (Yellow),Heavy Hitters,normal,HVY150,0.08,listing,0.05,listing,,,,
Wage Might (Yellow),Heavy Hitters,foil,HVY150,0.05,listing,0.2,listing,,,,
Wage Vigor (Blue),Heavy Hitters,normal,HVY191,0.08,listing,0.12,listing,,,,
Wage Vigor (Blue),Heavy Hitters,foil,HVY191,0.1,listing,0.2,listing,2.61,listing,,
Wage Vigor (Red),Heavy Hitters,normal,HVY189,0.07,listing,0.11,listing,,,,
Wage Vigor (Red),Heavy Hitters,foil,HVY189,0.15,listing,0.1,listing,0.35,listing,,
Wage Vigor (Yellow),Heavy Hitters,normal,HVY190,0.06,listing,0.09,listing,0.06,listing,,
Wage Vigor (Yellow),Heavy Hitters,foil,HVY190,0.1,listing,0.1,listing,0.1,listing,2.61,listing
Wall of Meat and Muscle,Heavy Hitters,normal,HVY142,0.14,listing,0.25,listing,0.06,listing,,
Wall of Meat and Muscle,Heavy Hitters,foil,HVY142,0.15,listing,1.75,listing,0.2,listing,,
Wallop (Blue),Heavy Hitters,normal,HVY082,0.1,listing,0.11,listing,,,,
Wallop (Blue),Heavy Hitters,foil,HVY082,0.24,listing,0.1,listing,0.75,listing,,
Wallop (Red),Heavy Hitters,normal,HVY080,0.1,listing,0.09,listing,,,,
Wallop (Red),Heavy Hitters,foil,HVY080,0.13,listing,0.1,listing,0.35,listing,,
Wallop (Yellow),Heavy Hitters,normal,HVY081,0.08,listing,0.12,listing,,,,
Wallop (Yellow),Heavy Hitters,foil,HVY081,0.05,listing,0.2,listing,2.61,listing,,
Wild Ride (Blue),Heavy Hitters,normal,HVY040,0.01,listing,0.09,listing,,,,
Wild Ride (Red),Heavy Hitters,normal,HVY038,0.08,listing,0.09,listing,0.08,listing,,
Wild Ride (Yellow),Heavy Hitters,normal,HVY039,0.08,listing,0.11,listing,0.25,listing,,
Adaptive Plating,Bright Lights,foil,EVO013,49.99,listing,77.5,listing,,,,
Already Dead,Bright Lights,normal,EVO236,4.99,listing,8.65,listing,,,,
Already Dead,Bright Lights,foil,EVO236,7.37,listing,8.11,listing,,,,
Annihilator Engine,Bright Lights,normal,EVO054,0.65,listing,0.72,listing,,,,
Annihilator Engine,Bright Lights,foil,EVO054,0.9,listing,,,,,,
Annihilator Engine (Extended Art),Bright Lights,foil,,8.99,listing,,,,,,
Autosave Script,Bright Lights,normal,EVO098,0.06,listing,0.17,listing,,,,
Autosave Script,Bright Lights,foil,EVO098,0.15,listing,0.05,listing,,,,
Backup Protocol: BLU,Bright Lights,normal,EVO083,0.02,listing,0.16,listing,,,,
Backup Protocol: BLU,Bright Lights,foil,EVO083,0.15,listing,0.25,listing,,,,
Backup Protocol: RED,Bright Lights,normal,EVO081,0.04,listing,0.12,listing,,,,
Backup Protocol: RED,Bright Lights,foil,EVO081,0.28,listing,0.5,listing,,,,
Backup Protocol: YEL,Bright Lights,normal,EVO082,0.1,listing,0.1,listing,,,,
Backup Protocol: YEL,Bright Lights,foil,EVO082,0.15,listing,0.26,listing,,,,
Big Bertha (Blue),Bright Lights,normal,EVO179,0.11,listing,0.14,listing,,,,
Big Bertha (Blue),Bright Lights,foil,EVO179,0.25,listing,0.36,listing,,,,
Big Bertha (Red),Bright Lights,normal,EVO177,0.03,listing,0.1,listing,,,,
Big Bertha (Red),Bright Lights,foil,EVO177,0.2,listing,0.15,listing,,,,
Big Bertha (Yellow),Bright Lights,normal,EVO178,0.04,listing,0.05,listing,,,,
Big Bertha (Yellow),Bright Lights,foil,EVO178,0.14,listing,0.2,listing,,,,
Big Shot,Bright Lights,normal,EVO153,0.15,listing,0.17,listing,,,,
Big Shot,Bright Lights,foil,EVO153,0.2,listing,0.99,listing,,,,
Boom Grenade (Blue),Bright Lights,normal,EVO086,0.09,listing,0.17,listing,,,,
Boom Grenade (Blue),Bright Lights,foil,EVO086,0.25,listing,0.2,listing,,,,
Boom Grenade (Red),Bright Lights,normal,EVO084,0.15,listing,0.17,listing,,,,
Boom Grenade (Red),Bright Lights,foil,EVO084,0.35,listing,0.75,listing,4.56,listing,,
Boom Grenade (Yellow),Bright Lights,normal,EVO085,0.04,listing,0.17,listing,,,,
Boom Grenade (Yellow),Bright Lights,foil,EVO085,0.3,listing,0.3,listing,,,,
Bright Lights Booster Box,Bright Lights,normal,,,,,,,,,
Bright Lights Booster Box Case,Bright Lights,normal,,,,,,,,,
Bright Lights Booster Pack,Bright Lights,normal,,,,,,,,,
Bull Bar (Blue),Bright Lights,normal,EVO149,0.02,listing,0.05,listing,,,,
Bull Bar (Blue),Bright Lights,foil,EVO149,0.25,listing,0.55,listing,,,,
Bull Bar (Red),Bright Lights,normal,EVO147,0.04,listing,0.17,listing,,,,
Bull Bar (Red),Bright Lights,foil,EVO147,0.15,listing,0.99,listing,,,,
Bull Bar (Yellow),Bright Lights,normal,EVO148,0.04,listing,0.17,listing,0.08,listing,,
Bull Bar (Yellow),Bright Lights,foil,EVO148,0.1,listing,0.43,listing,,,,
Burn Rubber,Bright Lights,normal,EVO154,0.04,listing,0.17,listing,,,,
Burn Rubber,Bright Lights,foil,EVO154,0.15,listing,2.49,listing,,,,
Cognition Field (Blue),Bright Lights,normal,EVO119,0.05,listing,0.25,listing,0.11,listing,2.61,listing
Cognition Field (Blue),Bright Lights,foil,EVO119,0.15,listing,0.29,listing,,,,
Cognition Field (Red),Bright Lights,normal,EVO117,0.03,listing,0.17,listing,,,,
Cognition Field (Red),Bright Lights,foil,EVO117,0.17,listing,0.49,listing,,,,
Cognition Field (Yellow),Bright Lights,normal,EVO118,0.04,listing,0.17,listing,,,,
Cognition Field (Yellow),Bright Lights,foil,EVO118,0.15,listing,0.12,listing,,,,
Cogwerx Base Arms,Bright Lights,normal,EVO016,0.02,listing,0.17,listing,,,,
Cogwerx Base Arms,Bright Lights,foil,EVO016,0.49,listing,2,listing,,,,
Cogwerx Base Chest,Bright Lights,normal,EVO015,0.05,listing,0.17,listing,,,,
Cogwerx Base Chest,Bright Lights,foil,EVO015,1,listing,,,,,,
Cogwerx Base Head,Bright Lights,normal,EVO014,0.04,listing,0.17,listing,,,,
Cogwerx Base Head,Bright Lights,foil,EVO014,1.38,listing,2,listing,,,,
Cogwerx Base Legs,Bright Lights,normal,EVO017,0.05,listing,0.17,listing,,,,
Cogwerx Base Legs,Bright Lights,foil,EVO017,1.19,listing,3,listing,,,,
Contest the Mindfield,Bright Lights,normal,EVO243,0.31,listing,1.17,listing,,,,
Contest the Mindfield,Bright Lights,foil,EVO243,0.85,listing,3.99,listing,,,,
Crankshaft (Blue),Bright Lights,normal,EVO176,0.1,listing,0.09,listing,,,,
Crankshaft (Red),Bright Lights,normal,EVO174,0.03,listing,,,,,,
Crankshaft (Yellow),Bright Lights,normal,EVO175,0.01,listing,0.16,listing,,,,
Dash I/O,Bright Lights,normal,EVO001,0.25,listing,1.09,listing,0.25,listing,10,listing
"Dash, Database // Teklo Leveler",Bright Lights,normal,,0.03,listing,0.17,listing,,,,
Data Link (Blue),Bright Lights,normal,EVO188,0.03,listing,0.16,listing,,,,
Data Link (Blue),Bright Lights,foil,EVO188,0.15,listing,0.3,listing,,,,
Data Link (Red),Bright Lights,normal,EVO186,0.04,listing,0.13,listing,0.1,listing,,
Data Link (Red),Bright Lights,foil,EVO186,0.2,listing,0.25,listing,,,,
Data Link (Yellow),Bright Lights,normal,EVO187,0.03,listing,0.1,listing,,,,
Data Link (Yellow),Bright Lights,foil,EVO187,0.15,listing,0.2,listing,2.61,listing,,
Demolition Protocol,Bright Lights,normal,EVO057,0.3,listing,0.9,listing,,,,
Demolition Protocol,Bright Lights,foil,EVO057,0.59,listing,0.7,listing,,,,
Dissolving Shield (Blue),Bright Lights,normal,EVO089,0.03,listing,0.1,listing,,,,
Dissolving Shield (Blue),Bright Lights,foil,EVO089,0.15,listing,0.2,listing,,,,
Dissolving Shield (Red),Bright Lights,normal,EVO087,0.04,listing,0.15,listing,0.1,listing,,
Dissolving Shield (Red),Bright Lights,foil,EVO087,0.2,listing,0.35,listing,,,,
Dissolving Shield (Yellow),Bright Lights,normal,EVO088,0.03,listing,0.1,listing,,,,
Dissolving Shield (Yellow),Bright Lights,foil,EVO088,0.1,listing,0.3,listing,,,,
Dive Through Data (Blue),Bright Lights,normal,EVO191,0.03,listing,0.1,listing,,,,
Dive Through Data (Blue),Bright Lights,foil,EVO191,0.15,listing,0.45,listing,,,,
Dive Through Data (Red),Bright Lights,normal,EVO189,0.04,listing,0.11,listing,,,,
Dive Through Data (Red),Bright Lights,foil,EVO189,0.23,listing,0.31,listing,,,,
Dive Through Data (Yellow),Bright Lights,normal,EVO190,0.02,listing,0.1,listing,,,,
Dive Through Data (Yellow),Bright Lights,foil,EVO190,0.15,listing,0.25,listing,,,,
Dumpster Dive (Blue),Bright Lights,normal,EVO197,0.02,listing,0.16,listing,,,,
Dumpster Dive (Blue),Bright Lights,foil,EVO197,0.06,listing,0.29,listing,,,,
Dumpster Dive (Red),Bright Lights,normal,EVO195,0.04,listing,0.06,listing,,,,
Dumpster Dive (Red),Bright Lights,foil,EVO195,0.2,listing,0.29,listing,,,,
Dumpster Dive (Yellow),Bright Lights,normal,EVO196,0.03,listing,0.1,listing,,,,
Dumpster Dive (Yellow),Bright Lights,foil,EVO196,0.15,listing,0.15,listing,,,,
Dust from the Chrome Caverns,Bright Lights,normal,EVO246,1.4,listing,1.39,listing,,,,
Dust from the Chrome Caverns,Bright Lights,foil,EVO246,0.89,listing,0.89,listing,,,,
Emboldened Blade,Bright Lights,normal,EVO240,8.99,listing,11.41,listing,,,,
Emboldened Blade,Bright Lights,foil,EVO240,9.95,listing,8,listing,,,,
Evo Atom Breaker,Bright Lights,normal,EVO031,0.31,listing,0.3,listing,0.72,listing,,
Evo Atom Breaker (Marvel),Bright Lights,foil,,13.95,listing,,,,,11.24,listing
Evo Battery Pack,Bright Lights,normal,EVO047,0.02,listing,0.05,listing,,,,
Evo Battery Pack,Bright Lights,foil,EVO047,0.3,listing,1,listing,,,,
Evo Buzz Hive,Bright Lights,normal,EVO051,0.03,listing,0.1,listing,,,,
Evo Buzz Hive,Bright Lights,foil,EVO051,0.18,listing,1.25,listing,0.79,listing,,
Evo Charging Rods,Bright Lights,normal,EVO049,0.03,listing,0.08,listing,,,,
Evo Charging Rods,Bright Lights,foil,EVO049,0.3,listing,1,listing,,,,
Evo Circuit Breaker,Bright Lights,normal,EVO030,0.24,listing,0.5,listing,,,,
Evo Circuit Breaker (Marvel),Bright Lights,foil,,25.95,listing,,,,,,
Evo Cogspitter,Bright Lights,normal,EVO048,0.03,listing,0.07,listing,,,,
Evo Cogspitter,Bright Lights,foil,EVO048,0.47,listing,1,listing,,,,
Evo Command Center,Bright Lights,normal,EVO034,0.11,listing,0.17,listing,0.1,listing,,
Evo Command Center,Bright Lights,foil,EVO034,0.3,listing,1,listing,,,,
Evo Data Mine,Bright Lights,normal,EVO046,0.02,listing,0.2,listing,,,,
Evo Data Mine,Bright Lights,foil,EVO046,0.3,listing,1,listing,,,,
Evo Energy Matrix,Bright Lights,foil,EVO039,0.75,listing,1,listing,,,,
Evo Engine Room,Bright Lights,normal,EVO035,0.1,listing,0.17,listing,0.08,listing,,
Evo Engine Room,Bright Lights,foil,EVO035,0.25,listing,1,listing,,,,
Evo Face Breaker,Bright Lights,normal,EVO032,0.35,listing,0.89,listing,,,,
Evo Face Breaker (Marvel),Bright Lights,foil,,24,listing,27.72,listing,,,,
Evo Mach Breaker,Bright Lights,normal,EVO033,0.15,listing,0.89,listing,0.25,listing,,
Evo Mach Breaker (Marvel),Bright Lights,foil,,14.01,listing,,,,,,
Evo Rapid Fire,Bright Lights,foil,EVO041,1.33,listing,2.44,listing,,,,
Evo Scatter Shot,Bright Lights,foil,EVO040,1.29,listing,0.5,listing,,,,
Evo Sentry Base Arms,Bright Lights,normal,EVO044,0.08,listing,0.1,listing,,,,
Evo Sentry Base Arms,Bright Lights,foil,EVO044,,,,,,,,
Evo Sentry Base Chest,Bright Lights,normal,EVO043,0.05,listing,0.17,listing,,,,
Evo Sentry Base Chest,Bright Lights,foil,EVO043,1.41,listing,1.49,listing,,,,
Evo Sentry Base Head,Bright Lights,normal,EVO042,0.08,listing,0.15,listing,,,,
Evo Sentry Base Head,Bright Lights,foil,EVO042,3.08,listing,3.7,listing,,,,
Evo Sentry Base Legs,Bright Lights,normal,EVO045,0.05,listing,0.1,listing,,,,
Evo Sentry Base Legs,Bright Lights,foil,EVO045,0.69,listing,,,,,,
Evo Smoothbore,Bright Lights,normal,EVO036,0.09,listing,,,,,,
Evo Smoothbore,Bright Lights,foil,EVO036,0.47,listing,,,,,,
Evo Steel Soul Controller,Bright Lights,normal,EVO028,8.95,listing,14.74,listing,,,,
Evo Steel Soul Controller (Marvel),Bright Lights,foil,,37.95,listing,44.5,listing,,,,
Evo Steel Soul Memory,Bright Lights,normal,EVO026,9.95,listing,14.5,listing,,,,
Evo Steel Soul Memory (Marvel),Bright Lights,foil,,48.99,listing,,,,,,
Evo Steel Soul Processor,Bright Lights,normal,EVO027,9.95,listing,11.99,listing,,,,
Evo Steel Soul Processor (Marvel),Bright Lights,foil,,40,listing,,,,,,
Evo Steel Soul Tower,Bright Lights,normal,EVO029,10.95,listing,12.19,listing,,,,
Evo Steel Soul Tower (Marvel),Bright Lights,foil,,45.61,listing,,,49.99,listing,,
Evo Tekloscope,Bright Lights,foil,EVO038,0.85,listing,2.99,listing,,,,
Evo Thruster,Bright Lights,normal,EVO037,,,0.17,listing,0.12,listing,,
Evo Thruster,Bright Lights,foil,EVO037,,,1,listing,,,8,listing
Evo Whizz Bang,Bright Lights,normal,EVO052,0.03,listing,0.1,listing,,,,
Evo Whizz Bang,Bright Lights,foil,EVO052,0.25,listing,0.49,listing,,,,
Evo Zip Line,Bright Lights,normal,EVO053,0.03,listing,0.1,listing,,,,
Evo Zip Line,Bright Lights,foil,EVO053,0.48,listing,1,listing,,,,
Evo Zoom Call,Bright Lights,normal,EVO050,0.03,listing,0.16,listing,0.66,listing,,
Evo Zoom Call,Bright Lights,foil,EVO050,0.21,listing,1,listing,,,,
Expedite (Blue),Bright Lights,normal,EVO200,0.04,listing,0.17,listing,,,,
Expedite (Blue),Bright Lights,foil,EVO200,0.23,listing,0.28,listing,,,,
Expedite (Red),Bright Lights,normal,EVO198,0.1,listing,0.17,listing,,,,
Expedite (Red),Bright Lights,foil,EVO198,0.25,listing,0.26,listing,,,,
Expedite (Yellow),Bright Lights,normal,EVO199,0.03,listing,0.16,listing,,,,
Expedite (Yellow),Bright Lights,foil,EVO199,0.13,listing,0.25,listing,,,,
Fabricate,Bright Lights,normal,EVO146,6.75,listing,6.5,listing,,,,
Fabricate,Bright Lights,foil,EVO146,7.29,listing,7.29,listing,,,,
Fender Bender (Blue),Bright Lights,normal,EVO212,0.04,listing,0.16,listing,,,,
Fender Bender (Blue),Bright Lights,foil,EVO212,0.15,listing,0.26,listing,,,,
Fender Bender (Red),Bright Lights,normal,EVO210,0.06,listing,0.17,listing,,,,
Fender Bender (Red),Bright Lights,foil,EVO210,0.2,listing,0.25,listing,,,,
Fender Bender (Yellow),Bright Lights,normal,EVO211,0.04,listing,0.2,listing,,,,
Fender Bender (Yellow),Bright Lights,foil,EVO211,0.1,listing,0.25,listing,,,,
Firewall (Blue),Bright Lights,normal,EVO161,0.03,listing,0.17,listing,,,,
Firewall (Blue),Bright Lights,foil,EVO161,0.1,listing,0.99,listing,,,,
Firewall (Red),Bright Lights,normal,EVO159,0.15,listing,0.17,listing,,,,
Firewall (Red),Bright Lights,foil,EVO159,1.98,listing,2.25,listing,,,,
Firewall (Yellow),Bright Lights,normal,EVO160,0.04,listing,0.17,listing,,,,
Firewall (Yellow),Bright Lights,foil,EVO160,0.18,listing,0.2,listing,,,,
Fuel Injector,Bright Lights,normal,EVO075,0.15,listing,0.17,listing,,,,
Fuel Injector,Bright Lights,foil,EVO075,0.21,listing,3.49,listing,2.92,listing,,
Full Tilt (Blue),Bright Lights,normal,EVO170,0.02,listing,0.1,listing,,,,
Full Tilt (Blue),Bright Lights,foil,EVO170,0.04,listing,0.29,listing,,,,
Full Tilt (Red),Bright Lights,normal,EVO168,0.04,listing,0.17,listing,,,,
Full Tilt (Red),Bright Lights,foil,EVO168,0.15,listing,0.31,listing,,,,
Full Tilt (Yellow),Bright Lights,normal,EVO169,0.02,listing,0.1,listing,,,,
Full Tilt (Yellow),Bright Lights,foil,EVO169,0.1,listing,0.25,listing,,,,
Fyendal's Spring Tunic,Bright Lights,normal,EVO249,101.89,listing,99.99,listing,,,,
Gas Guzzler (Blue),Bright Lights,normal,EVO173,0.03,listing,0.1,listing,,,,
Gas Guzzler (Blue),Bright Lights,foil,EVO173,0.1,listing,0.88,listing,,,,
Gas Guzzler (Red),Bright Lights,normal,EVO171,0.03,listing,0.1,listing,,,,
Gas Guzzler (Red),Bright Lights,foil,EVO171,0.06,listing,0.29,listing,,,,
Gas Guzzler (Yellow),Bright Lights,normal,EVO172,0.01,listing,0.1,listing,,,,
Gas Guzzler (Yellow),Bright Lights,foil,EVO172,0.15,listing,0.5,listing,,,,
Gas Up (Blue),Bright Lights,normal,EVO224,0.03,listing,0.1,listing,,,,
Gas Up (Blue),Bright Lights,foil,EVO224,0.2,listing,0.99,listing,,,,
Gas Up (Red),Bright Lights,normal,EVO222,0.1,listing,0.1,listing,,,,
Gas Up (Red),Bright Lights,foil,EVO222,0.15,listing,0.3,listing,,,,
Gas Up (Yellow),Bright Lights,normal,EVO223,0.04,listing,0.16,listing,,,,
Gas Up (Yellow),Bright Lights,foil,EVO223,0.14,listing,0.27,listing,,,,
Gigawatt (Blue),Bright Lights,normal,EVO158,0.1,listing,0.17,listing,,,,
Gigawatt (Blue),Bright Lights,foil,EVO158,0.1,listing,0.97,listing,,,,
Gigawatt (Red),Bright Lights,normal,EVO156,0.05,listing,0.17,listing,,,,
Gigawatt (Red),Bright Lights,foil,EVO156,0.15,listing,0.25,listing,,,,
Gigawatt (Yellow),Bright Lights,normal,EVO157,0.02,listing,0.05,listing,,,,
Gigawatt (Yellow),Bright Lights,foil,EVO157,0.19,listing,0.61,listing,,,,
Grinding Gears,Bright Lights,normal,EVO070,0.23,listing,0.5,listing,,,,
Grinding Gears,Bright Lights,foil,EVO070,0.94,listing,6,listing,,,,
Hadron Collider (Blue),Bright Lights,normal,EVO092,0.03,listing,0.16,listing,,,,
Hadron Collider (Blue),Bright Lights,foil,EVO092,0.1,listing,0.25,listing,,,,
Hadron Collider (Red),Bright Lights,normal,EVO090,0.03,listing,0.1,listing,,,,
Hadron Collider (Red),Bright Lights,foil,EVO090,0.15,listing,0.83,listing,2.61,listing,,
Hadron Collider (Yellow),Bright Lights,normal,EVO091,0.03,listing,0.1,listing,,,,
Hadron Collider (Yellow),Bright Lights,foil,EVO091,0.19,listing,0.25,listing,,,,
Heavy Artillery (Blue),Bright Lights,normal,EVO063,0.05,listing,0.17,listing,,,,
Heavy Artillery (Blue),Bright Lights,foil,EVO063,0.24,listing,0.35,listing,,,,
Heavy Artillery (Red),Bright Lights,normal,EVO061,0.05,listing,0.05,listing,,,,
Heavy Artillery (Red),Bright Lights,foil,EVO061,0.19,listing,0.61,listing,,,,
Heavy Artillery (Yellow),Bright Lights,normal,EVO062,0.03,listing,0.17,listing,,,,
Heavy Artillery (Yellow),Bright Lights,foil,EVO062,0.25,listing,0.08,listing,,,,
Heist,Bright Lights,normal,EVO138,15.5,listing,18.12,listing,,,,
Heist,Bright Lights,foil,EVO138,18.41,listing,24.66,listing,,,,
Hydraulic Press (Blue),Bright Lights,normal,EVO104,0.04,listing,0.05,listing,2.92,listing,,
